pair,mult,t,side,entry,target,d_pips,lag_bars,adverse_pips,result,gross_pips,net_pips,iso_week
EUR_USD,3.0,2021-07-20 03:00:00+00:00,SELL,1.17931,1.1781,12.100000000001554,13,33.30000000000055,win,12.100000000001554,10.100000000001554,2021-W29
EUR_USD,3.0,2021-07-21 14:00:00+00:00,BUY,1.17895,1.18243,34.800000000001496,7,38.49999999999909,win,34.800000000001496,32.800000000001496,2021-W29
EUR_USD,3.0,2021-07-22 12:00:00+00:00,SELL,1.17994,1.177,29.399999999999427,1,13.799999999999368,loss,-29.399999999999427,-31.399999999999427,2021-W29
EUR_USD,3.0,2021-07-22 13:00:00+00:00,BUY,1.1816,1.18243,8.300000000001084,1,46.10000000000003,loss,-8.300000000001084,-10.300000000001084,2021-W29
EUR_USD,3.0,2021-07-22 15:00:00+00:00,SELL,1.17669,1.1762,4.900000000001015,2,63.40000000000012,win,4.900000000001015,2.9000000000010147,2021-W29
EUR_USD,3.0,2021-07-26 04:00:00+00:00,BUY,1.17786,1.18135,34.89999999999993,22,24.200000000000887,win,34.89999999999993,32.89999999999993,2021-W30
EUR_USD,3.0,2021-07-27 06:00:00+00:00,SELL,1.1788,1.177,18.000000000000238,16,29.399999999999427,win,18.000000000000238,16.000000000000238,2021-W30
EUR_USD,3.0,2021-07-27 12:00:00+00:00,BUY,1.18187,1.18243,5.60000000000116,4,49.59999999999853,loss_tie,-5.60000000000116,-7.60000000000116,2021-W30
EUR_USD,3.0,2021-07-28 06:00:00+00:00,SELL,1.18038,1.177,33.799999999999386,13,37.199999999999456,loss,-33.799999999999386,-35.799999999999386,2021-W30
EUR_USD,3.0,2021-07-30 14:00:00+00:00,SELL,1.1858,1.1772,85.9999999999994,5,49.79999999999984,win,85.9999999999994,83.9999999999994,2021-W30
EUR_USD,3.0,2021-08-02 07:00:00+00:00,BUY,1.18816,1.19086,26.999999999999247,20,29.200000000000337,loss,-26.999999999999247,-28.999999999999247,2021-W31
EUR_USD,3.0,2021-08-03 13:00:00+00:00,SELL,1.18692,1.18516,17.599999999999838,27,27.900000000000702,win,17.599999999999838,15.599999999999838,2021-W31
EUR_USD,3.0,2021-08-04 12:00:00+00:00,BUY,1.1889,1.18968,7.800000000000029,4,47.900000000000716,win,7.800000000000029,5.800000000000029,2021-W31
