snapshot_ts_utc,symbol,long_pct,short_pct,total_positions,long_positions,short_positions,long_volume_lots,short_volume_lots
2014-05-27T10:53:18Z,USDSEK,13.0,86.0,241,42,199,6.36,41.55
2014-05-27T10:53:18Z,USDSGD,39.0,60.0,119,64,55,18.26,27.48
2014-05-27T10:53:18Z,USDTRY,51.0,48.0,94,28,66,26.07,25.02
2014-05-27T10:53:18Z,USDZAR,64.0,35.0,248,123,125,9.33,5.21
2014-05-27T10:53:18Z,XAGUSD,89.0,10.0,615,574,41,106.67,12.81
2014-05-27T10:53:18Z,XAUUSD,71.0,28.0,3310,2255,1055,570.48,224.88
2014-05-27T10:53:18Z,ZARJPY,100.0,0.0,8,8,0,4.02,0.0
2014-05-30T16:06:55Z,AUDCAD,55.0,44.0,1442,754,688,116.31,94.65
2014-05-30T16:06:55Z,AUDCHF,36.0,63.0,1154,488,666,96.88,167.92
2014-05-30T16:06:55Z,AUDJPY,36.0,63.0,2080,941,1139,295.84,520.11
2014-05-30T16:06:55Z,AUDNZD,20.0,79.0,7585,1367,6218,655.5,2479.27
2014-05-30T16:06:55Z,AUDUSD,45.0,54.0,9968,4364,5604,1466.16,1756.91
2014-05-30T16:06:55Z,CADCHF,26.0,73.0,1189,286,903,38.61,106.24
2014-05-30T16:06:55Z,CADJPY,40.0,59.0,1429,533,896,263.31,383.74
2014-05-30T16:06:55Z,CHFJPY,39.0,60.0,2098,1351,747,529.62,827.33
2014-05-30T16:06:55Z,CHFNOK,71.0,28.0,7,5,2,0.05,0.02
2014-05-30T16:06:55Z,CHFSEK,33.0,66.0,6,2,4,0.02,0.04
2014-05-30T16:06:55Z,EURAUD,65.0,34.0,1893,1101,792,316.34,167.41
2014-05-30T16:06:55Z,EURCAD,47.0,52.0,2438,1557,881,403.01,452.86
2014-05-30T16:06:55Z,EURCHF,74.0,25.0,5563,3503,2060,1473.57,507.74
2014-05-30T16:06:55Z,EURGBP,59.0,40.0,7162,4185,2977,1252.93,843.17
2014-05-30T16:06:55Z,EURHUF,45.0,54.0,153,92,61,26.45,32.13
2014-05-30T16:06:55Z,EURJPY,51.0,48.0,8428,5069,3359,1571.52,1486.65
2014-05-30T16:06:55Z,EURNOK,60.0,39.0,78,56,22,3.42,2.25
2014-05-30T16:06:55Z,EURNZD,36.0,63.0,857,205,652,68.71,117.56
2014-05-30T16:06:55Z,EURPLN,41.0,58.0,32,20,12,2.01,2.89
2014-05-30T16:06:55Z,EURSEK,35.0,64.0,52,4,48,2.27,4.09
2014-05-30T16:06:55Z,EURTRY,2.0,97.0,130,21,109,0.92,32.23
2014-05-30T16:06:55Z,EURUSD,70.0,29.0,50166,34359,15807,13534.6,5762.43
2014-05-30T16:06:55Z,GBPAUD,55.0,44.0,1104,661,443,127.69,101.5
2014-05-30T16:06:55Z,GBPCAD,62.0,37.0,1793,1168,625,348.25,206.31
2014-05-30T16:06:55Z,GBPCHF,50.0,49.0,2674,1183,1491,469.86,467.77
2014-05-30T16:06:55Z,GBPJPY,52.0,47.0,3848,1923,1925,824.56,760.22
2014-05-30T16:06:55Z,GBPNZD,13.0,86.0,1307,273,1034,45.17,279.01
2014-05-30T16:06:55Z,GBPSEK,16.0,83.0,129,5,124,1.27,6.42
2014-05-30T16:06:55Z,GBPUSD,51.0,48.0,20652,9679,10973,3477.49,3231.35
2014-05-30T16:06:55Z,NOKJPY,100.0,0.0,2,2,0,0.02,0.0
2014-05-30T16:06:55Z,NZDCAD,88.0,11.0,980,733,247,238.17,31.74
2014-05-30T16:06:55Z,NZDCHF,66.0,33.0,452,303,149,49.94,24.63
2014-05-30T16:06:55Z,NZDJPY,35.0,64.0,1300,869,431,231.22,428.85
2014-05-30T16:06:55Z,NZDUSD,62.0,37.0,7014,4792,2222,2009.05,1193.42
2014-05-30T16:06:55Z,SEKJPY,98.0,1.0,3,2,1,0.51,0.01
2014-05-30T16:06:55Z,SGDJPY,50.0,49.0,42,24,18,1.46,1.44
2014-05-30T16:06:55Z,TRYJPY,99.0,0.0,11,8,3,5.02,0.04
2014-05-30T16:06:55Z,USDCAD,68.0,31.0,8535,6081,2454,2062.83,930.14
2014-05-30T16:06:55Z,USDCHF,29.0,70.0,10893,2834,8059,1125.5,2752.82
2014-05-30T16:06:55Z,USDDKK,15.0,84.0,88,12,76,1.3800000000000001,7.52
2014-05-30T16:06:55Z,USDHKD,98.0,1.0,21,16,5,19.23,0.28
2014-05-30T16:06:55Z,USDHUF,0.0,99.0,10,1,9,0.01,6.54
2014-05-30T16:06:55Z,USDJPY,54.0,45.0,9670,5153,4517,1734.06,1420.05
2014-05-30T16:06:55Z,USDMXN,97.0,2.0,53,47,6,7.58,0.21
2014-05-30T16:06:55Z,USDNOK,14.0,85.0,196,87,109,3.9,23.77
2014-05-30T16:06:55Z,USDPLN,16.0,83.0,37,10,27,4.74,23.71
2014-05-30T16:06:55Z,USDRUB,37.0,62.0,86,34,52,2.64,4.39
2014-05-30T16:06:55Z,USDSEK,9.0,90.0,279,19,260,6.9,63.51
2014-05-30T16:06:55Z,USDSGD,31.0,68.0,137,70,67,17.4,37.79
2014-05-30T16:06:55Z,USDTRY,50.0,49.0,75,19,56,24.79,23.97
2014-05-30T16:06:55Z,USDZAR,55.0,44.0,184,45,139,13.47,10.73
2014-05-30T16:06:55Z,XAGUSD,92.0,7.0,822,765,57,160.91,12.61
2014-05-30T16:06:55Z,XAUUSD,80.0,19.0,4566,3526,1040,920.36,220.97
2014-05-30T16:06:55Z,ZARJPY,100.0,0.0,5,5,0,0.06,0.0
2014-06-06T01:49:28Z,AUDCAD,13.0,86.0,2401,375,2026,57.15,371.55
2014-06-06T01:49:28Z,AUDCHF,31.0,68.0,1017,407,610,76.51,167.29
2014-06-06T01:49:28Z,AUDJPY,26.0,73.0,2756,740,2016,260.9,722.47
2014-06-06T01:49:28Z,AUDNZD,22.0,77.0,5644,1545,4099,568.02,1948.21
2014-06-06T01:49:28Z,AUDUSD,40.0,59.0,10635,3715,6920,1477.0,2153.23
2014-06-06T01:49:28Z,CADCHF,54.0,45.0,753,401,352,50.25,42.52
2014-06-06T01:49:28Z,CADJPY,44.0,55.0,1445,656,789,292.66,369.58
2014-06-06T01:49:28Z,CHFJPY,33.0,66.0,1566,603,963,445.31,903.17
2014-06-06T01:49:28Z,CHFNOK,100.0,0.0,2,2,0,0.02,0.0
2014-06-06T01:49:28Z,CHFSEK,42.0,57.0,7,3,4,0.03,0.04
2014-06-06T01:49:28Z,EURAUD,62.0,37.0,1792,1021,771,257.58,154.86
2014-06-06T01:49:28Z,EURCAD,42.0,57.0,1713,757,956,341.45,459.58
2014-06-06T01:49:28Z,EURCHF,82.0,17.0,5744,4392,1352,1742.61,359.79
2014-06-06T01:49:28Z,EURDKK,54.0,45.0,5,3,2,0.12,0.1
2014-06-06T01:49:28Z,EURGBP,61.0,38.0,6269,4099,2170,1238.85,762.33
2014-06-06T01:49:28Z,EURHUF,46.0,53.0,148,91,57,30.84,36.05
2014-06-06T01:49:28Z,EURJPY,37.0,62.0,7438,3134,4304,1065.06,1780.19
2014-06-06T01:49:28Z,EURNOK,37.0,62.0,60,28,32,4.92,8.13
2014-06-06T01:49:28Z,EURNZD,43.0,56.0,746,267,479,68.38,89.98
2014-06-06T01:49:28Z,EURPLN,12.0,87.0,32,18,14,0.39,2.73
2014-06-06T01:49:28Z,EURSEK,48.0,51.0,80,21,59,19.03,20.1
2014-06-06T01:49:28Z,EURTRY,7.0,92.0,150,19,131,2.44,29.49
2014-06-06T01:49:28Z,EURUSD,52.0,47.0,42297,24233,18064,8506.7,7657.54
2014-06-06T01:49:28Z,GBPAUD,57.0,42.0,1071,552,519,131.39,99.08
2014-06-06T01:49:28Z,GBPCAD,24.0,75.0,1527,300,1227,120.99,370.07
2014-06-06T01:49:28Z,GBPCHF,55.0,44.0,2527,1211,1316,535.57,425.79
2014-06-06T01:49:28Z,GBPJPY,34.0,65.0,5173,1398,3775,715.44,1336.83
2014-06-06T01:49:28Z,GBPNZD,23.0,76.0,1264,323,941,90.49,294.18
2014-06-06T01:49:28Z,GBPSEK,16.0,83.0,136,7,129,1.32,6.77
2014-06-06T01:49:28Z,GBPUSD,37.0,62.0,19219,6137,13082,2218.84,3683.5
2014-06-06T01:49:28Z,NOKJPY,100.0,0.0,4,4,0,0.05,0.0
2014-06-06T01:49:28Z,NZDCAD,36.0,63.0,810,282,528,71.21,122.77
2014-06-06T01:49:28Z,NZDCHF,75.0,24.0,401,267,134,61.76,19.76
2014-06-06T01:49:28Z,NZDJPY,32.0,67.0,1147,577,570,217.06,458.24
2014-06-06T01:49:28Z,NZDUSD,47.0,52.0,6278,3175,3103,1457.31,1610.87
2014-06-06T01:49:28Z,SGDJPY,7.0,92.0,34,11,23,0.66,7.63
2014-06-06T01:49:28Z,TRYJPY,100.0,0.0,9,9,0,4.94,0.0
2014-06-06T01:49:28Z,USDCAD,46.0,53.0,9688,4348,5340,1577.34,1801.33
2014-06-06T01:49:28Z,USDCHF,48.0,51.0,8826,3629,5197,1782.59,1912.0
2014-06-06T01:49:28Z,USDDKK,32.0,67.0,93,21,72,1.73,3.56
2014-06-06T01:49:28Z,USDHKD,99.0,0.0,13,10,3,8.48,0.05
2014-06-06T01:49:28Z,USDHUF,0.0,99.0,12,1,11,0.01,6.56
2014-06-06T01:49:28Z,USDJPY,35.0,64.0,11386,3958,7428,1408.53,2508.93
2014-06-06T01:49:28Z,USDMXN,96.0,3.0,69,62,7,6.81,0.22
2014-06-06T01:49:28Z,USDNOK,13.0,86.0,214,87,127,5.3,34.94
2014-06-06T01:49:28Z,USDPLN,10.0,89.0,27,8,19,1.96,16.36
2014-06-06T01:49:28Z,USDRUB,28.0,71.0,102,29,73,2.27,5.6
2014-06-06T01:49:28Z,USDSEK,21.0,78.0,262,54,208,11.72,42.05
2014-06-06T01:49:28Z,USDSGD,43.0,56.0,131,95,36,21.72,28.01
2014-06-06T01:49:28Z,USDTRY,47.0,52.0,94,27,67,20.51,22.44
2014-06-06T01:49:28Z,USDZAR,17.0,82.0,256,45,211,2.47,11.63
2014-06-06T01:49:28Z,XAGUSD,81.0,18.0,728,668,60,132.96,31.07
2014-06-06T01:49:28Z,XAUUSD,74.0,25.0,4537,3025,1512,934.23,323.17
2014-06-06T01:49:28Z,ZARJPY,100.0,0.0,13,13,0,4.08,0.0
2014-06-18T08:47:45Z,AUDCAD,46.0,53.0,1662,925,737,149.27,169.83
2014-06-18T08:47:45Z,AUDCHF,32.0,67.0,1322,436,886,94.77,200.56
2014-06-18T08:47:45Z,AUDJPY,41.0,58.0,3176,1331,1845,554.11,776.55
2014-06-18T08:47:45Z,AUDNZD,85.0,14.0,6393,5690,703,2367.45,413.07
2014-06-18T08:47:45Z,AUDUSD,50.0,49.0,10497,5340,5157,1961.15,1917.02
2014-06-18T08:47:45Z,CADCHF,18.0,81.0,948,294,654,27.7,122.39
2014-06-18T08:47:45Z,CADJPY,36.0,63.0,1851,611,1240,312.37,547.46
2014-06-18T08:47:45Z,CHFJPY,40.0,59.0,2291,1411,880,570.9,856.09
2014-06-18T08:47:45Z,CHFNOK,50.0,50.0,6,3,3,0.03,0.03
2014-06-18T08:47:45Z,CHFSEK,0.0,100.0,1,0,1,0.0,0.01
2014-06-18T08:47:45Z,EURAUD,55.0,44.0,2529,1561,968,355.02,283.45
2014-06-18T08:47:45Z,EURCAD,46.0,53.0,2124,1480,644,462.2,523.1
2014-06-18T08:47:45Z,EURCHF,76.0,23.0,6174,4214,1960,1672.49,521.68
2014-06-18T08:47:45Z,EURCZK,100.0,0.0,1,1,0,0.2,0.0
2014-06-18T08:47:45Z,EURDKK,14.0,85.0,6,2,4,0.03,0.18000000000000002
2014-06-18T08:47:45Z,EURGBP,87.0,12.0,10690,9132,1558,3948.91,546.03
2014-06-18T08:47:45Z,EURHUF,40.0,59.0,145,70,75,28.37,42.36
2014-06-18T08:47:45Z,EURJPY,49.0,50.0,10081,5631,4450,1835.14,1862.0
2014-06-18T08:47:45Z,EURNOK,40.0,59.0,62,28,34,5.92,8.86
2014-06-18T08:47:45Z,EURNZD,85.0,14.0,1900,1480,420,425.97,74.24
2014-06-18T08:47:45Z,EURPLN,7.0,92.0,23,4,19,0.31,4.06
2014-06-18T08:47:45Z,EURSEK,90.0,9.0,51,37,14,4.04,0.42
2014-06-18T08:47:45Z,EURTRY,0.0,99.0,198,12,186,0.31,50.53
2014-06-18T08:47:45Z,EURUSD,65.0,34.0,47733,32584,15149,11152.36,5824.6
2014-06-18T08:47:45Z,GBPAUD,37.0,62.0,1540,476,1064,99.76,165.07
2014-06-18T08:47:45Z,GBPCAD,25.0,74.0,1441,351,1090,100.28,289.35
2014-06-18T08:47:45Z,GBPCHF,25.0,74.0,5011,714,4297,459.18,1322.16
2014-06-18T08:47:45Z,GBPJPY,24.0,75.0,6428,1106,5322,662.24,2083.42
2014-06-18T08:47:45Z,GBPNZD,43.0,56.0,913,453,460,103.56,133.74
2014-06-18T08:47:45Z,GBPSEK,20.0,79.0,175,19,156,2.06,7.99
2014-06-18T08:47:45Z,GBPUSD,17.0,82.0,27089,5036,22053,1651.49,7655.87
2014-06-18T08:47:45Z,NOKJPY,100.0,0.0,1,1,0,0.02,0.0
2014-06-18T08:47:45Z,NZDCAD,20.0,79.0,764,131,633,36.7,140.64
2014-06-18T08:47:45Z,NZDCHF,11.0,88.0,932,205,727,23.88,177.27
2014-06-18T08:47:45Z,NZDJPY,20.0,79.0,1539,300,1239,165.93,624.85
2014-06-18T08:47:45Z,NZDUSD,20.0,79.0,7280,1624,5656,711.36,2728.11
2014-06-18T08:47:45Z,SEKJPY,100.0,0.0,1,1,0,0.02,0.0
2014-06-18T08:47:45Z,SGDJPY,15.0,84.0,30,14,16,0.7,3.96
2014-06-18T08:47:45Z,TRYJPY,99.0,0.0,7,4,3,4.62,0.03
2014-06-18T08:47:45Z,USDCAD,69.0,30.0,9911,6792,3119,2426.98,1079.55
2014-06-18T08:47:45Z,USDCHF,30.0,69.0,9873,2711,7162,1105.52,2493.17
2014-06-18T08:47:45Z,USDDKK,4.0,95.0,89,11,78,0.27,5.23
2014-06-18T08:47:45Z,USDHKD,99.0,0.0,62,61,1,17.34,0.02
2014-06-18T08:47:45Z,USDHUF,0.0,100.0,12,0,12,0.0,7.96
2014-06-18T08:47:45Z,USDJPY,47.0,52.0,10875,4700,6175,1708.0,1925.11
2014-06-18T08:47:45Z,USDMXN,6.0,93.0,69,10,59,0.44,6.06
2014-06-18T08:47:45Z,USDNOK,13.0,86.0,156,73,83,4.55,28.76
2014-06-18T08:47:45Z,USDPLN,1.0,98.0,38,9,29,0.58,29.63
2014-06-18T08:47:45Z,USDRUB,42.0,57.0,103,47,56,4.66,6.31
2014-06-18T08:47:45Z,USDSEK,25.0,74.0,254,77,177,11.95,34.43
2014-06-18T08:47:45Z,USDSGD,47.0,52.0,114,68,46,30.31,33.69
2014-06-18T08:47:45Z,USDTRY,12.0,87.0,133,15,118,4.76,33.15
2014-06-18T08:47:45Z,USDZAR,15.0,84.0,257,37,220,2.41,12.76
2014-06-18T08:47:45Z,XAGUSD,45.0,54.0,755,507,248,88.95,105.55
2014-06-18T08:47:45Z,XAUUSD,58.0,41.0,4377,2259,2118,489.06,351.34
2014-06-18T08:47:45Z,ZARJPY,100.0,0.0,13,13,0,10.07,0.0
2014-06-20T18:44:16Z,AUDCAD,70.0,29.0,1601,1132,469,191.68,81.91
2014-06-20T18:44:16Z,AUDCHF,37.0,62.0,1238,474,764,119.86,202.97
2014-06-20T18:44:16Z,AUDJPY,30.0,69.0,3197,1027,2170,413.28,944.03
2014-06-20T18:44:16Z,AUDNZD,79.0,20.0,5907,4676,1231,1910.02,500.07
2014-06-20T18:44:16Z,AUDUSD,38.0,61.0,10023,3527,6496,1353.68,2175.4
2014-06-20T18:44:16Z,CADCHF,22.0,77.0,819,235,584,25.82,89.85
2014-06-20T18:44:16Z,CADJPY,27.0,72.0,2469,407,2062,328.17,853.41
2014-06-20T18:44:16Z,CHFJPY,40.0,59.0,2322,1124,1198,641.24,956.41
2014-06-20T18:44:16Z,CHFNOK,71.0,28.0,5,3,2,0.05,0.02
2014-06-20T18:44:16Z,CHFSEK,12.0,87.0,8,1,7,0.01,0.07
2014-06-20T18:44:16Z,EURAUD,59.0,40.0,2380,1468,912,338.4,227.39
2014-06-20T18:44:16Z,EURCAD,48.0,51.0,2138,1559,579,541.97,577.76
2014-06-20T18:44:16Z,EURCHF,80.0,19.0,6789,4990,1799,1977.34,481.83
2014-06-20T18:44:16Z,EURDKK,99.0,0.0,4,3,1,1.04,0.01
2014-06-20T18:44:16Z,EURGBP,85.0,14.0,10379,8640,1739,3354.0,575.38
2014-06-20T18:44:16Z,EURHUF,35.0,64.0,150,59,91,25.59,46.57
2014-06-20T18:44:16Z,EURJPY,40.0,59.0,9753,4257,5496,1503.87,2200.54
2014-06-20T18:44:16Z,EURNOK,27.0,72.0,91,22,69,1.4,3.64
2014-06-20T18:44:16Z,EURNZD,88.0,11.0,1936,1553,383,463.57,62.1
2014-06-20T18:44:16Z,EURPLN,4.0,95.0,24,2,22,0.2,4.08
2014-06-20T18:44:16Z,EURSEK,46.0,53.0,73,9,64,2.12,2.41
2014-06-20T18:44:16Z,EURTRY,1.0,98.0,246,17,229,1.04,56.51
2014-06-20T18:44:16Z,EURUSD,59.0,40.0,44390,27556,16834,9744.4,6686.88
2014-06-20T18:44:16Z,GBPAUD,40.0,59.0,1247,425,822,88.28,130.53
2014-06-20T18:44:16Z,GBPCAD,46.0,53.0,1357,710,647,169.22,198.05
2014-06-20T18:44:16Z,GBPCHF,34.0,65.0,4407,867,3540,626.51,1167.41
2014-06-20T18:44:16Z,GBPJPY,26.0,73.0,7399,1366,6033,851.46,2325.63
2014-06-20T18:44:16Z,GBPNZD,52.0,47.0,932,440,492,134.87,122.58
2014-06-20T18:44:16Z,GBPSEK,17.0,82.0,201,12,189,2.02,9.28
2014-06-20T18:44:16Z,GBPUSD,20.0,79.0,28142,6123,22019,2083.83,8024.69
2014-06-20T18:44:16Z,NOKJPY,1.0,98.0,9,2,7,0.04,2.6
2014-06-20T18:44:16Z,NZDCAD,52.0,47.0,788,423,365,85.88,78.6
2014-06-20T18:44:16Z,NZDCHF,13.0,86.0,919,199,720,24.17,158.09
2014-06-20T18:44:16Z,NZDJPY,24.0,75.0,1779,390,1389,206.43,635.84
2014-06-20T18:44:16Z,NZDUSD,21.0,78.0,8129,1878,6251,832.34,3090.09
2014-06-20T18:44:16Z,SEKJPY,100.0,0.0,2,2,0,0.04,0.0
2014-06-20T18:44:16Z,SGDJPY,8.0,91.0,36,14,22,0.7,7.85
2014-06-20T18:44:16Z,TRYJPY,99.0,0.0,10,7,3,4.69,0.03
2014-06-20T18:44:16Z,USDCAD,80.0,19.0,12087,10202,1885,4020.69,955.54
2014-06-20T18:44:16Z,USDCHF,41.0,58.0,9892,4010,5882,1534.68,2203.99
2014-06-20T18:44:16Z,USDDKK,57.0,42.0,66,17,49,2.55,1.91
2014-06-20T18:44:16Z,USDHKD,98.0,1.0,73,68,5,21.66,0.29
2014-06-20T18:44:16Z,USDHUF,4.0,95.0,14,1,13,0.15,3.46
2014-06-20T18:44:16Z,USDJPY,45.0,54.0,10980,4913,6067,1566.91,1887.4
2014-06-20T18:44:16Z,USDMXN,49.0,50.0,20,13,7,1.03,1.06
2014-06-20T18:44:16Z,USDNOK,12.0,87.0,161,25,136,2.06,14.67
2014-06-20T18:44:16Z,USDPLN,0.0,99.0,31,3,28,0.07,21.86
2014-06-20T18:44:16Z,USDRUB,47.0,52.0,95,43,52,4.52,4.94
2014-06-20T18:44:16Z,USDSEK,4.0,95.0,281,39,242,3.04,57.96
2014-06-20T18:44:16Z,USDSGD,50.0,49.0,132,90,42,35.59,35.55
2014-06-20T18:44:16Z,USDTRY,12.0,87.0,140,14,126,4.49,31.32
2014-06-20T18:44:16Z,USDZAR,28.0,71.0,201,50,151,2.6,6.65
2014-06-20T18:44:16Z,XAGUSD,38.0,61.0,766,376,390,100.97,159.2
2014-06-20T18:44:16Z,XAUUSD,30.0,69.0,4004,1456,2548,297.27,667.68
2014-06-20T18:44:16Z,ZARJPY,100.0,0.0,12,12,0,10.06,0.0
2014-06-26T15:50:54Z,AUDCAD,60.0,39.0,1727,1283,444,116.14,75.77
2014-06-26T15:50:54Z,AUDCHF,36.0,63.0,1286,461,825,113.7,195.03
2014-06-26T15:50:54Z,AUDJPY,37.0,62.0,3713,1516,2197,824.29,1396.6
2014-06-26T15:50:54Z,AUDNZD,77.0,22.0,7123,6274,849,2888.09,845.12
2014-06-26T15:50:54Z,AUDUSD,36.0,63.0,10983,3647,7336,1877.65,3290.05
2014-06-26T15:50:54Z,CADCHF,22.0,77.0,942,227,715,29.81,103.14
2014-06-26T15:50:54Z,CADJPY,44.0,55.0,3207,730,2477,994.29,1225.3
2014-06-26T15:50:54Z,CHFJPY,44.0,55.0,2492,1666,826,1377.57,1746.78
2014-06-26T15:50:54Z,CHFNOK,60.0,40.0,4,2,2,0.03,0.02
2014-06-26T15:50:54Z,CHFSEK,0.0,100.0,6,0,6,0.0,0.06
2014-06-26T15:50:54Z,EURAUD,64.0,35.0,2629,1723,906,393.18,218.99
2014-06-26T15:50:54Z,EURCAD,40.0,59.0,2334,1665,669,779.18,1152.25
2014-06-26T15:50:54Z,EURCHF,84.0,15.0,6932,5544,1388,2740.09,510.68
2014-06-26T15:50:54Z,EURDKK,23.0,76.0,5,2,3,0.04,0.13
2014-06-26T15:50:54Z,EURGBP,77.0,22.0,9285,7353,1932,2810.41,833.57
2014-06-26T15:50:54Z,EURHUF,48.0,51.0,143,67,76,33.75,35.47
2014-06-26T15:50:54Z,EURJPY,50.0,49.0,9215,6269,2946,2639.4,2569.22
2014-06-26T15:50:54Z,EURNOK,20.0,79.0,82,13,69,0.83,3.23
2014-06-26T15:50:54Z,EURNZD,91.0,8.0,2098,1889,209,422.06,41.62
2014-06-26T15:50:54Z,EURPLN,6.0,93.0,19,3,16,0.21,2.99
2014-06-26T15:50:54Z,EURSEK,5.0,94.0,91,10,81,0.16,3.02
2014-06-26T15:50:54Z,EURTRY,2.0,97.0,189,12,177,1.18,45.22
2014-06-26T15:50:54Z,EURUSD,57.0,42.0,47933,30116,17817,12674.45,9364.41
2014-06-26T15:50:54Z,GBPAUD,45.0,54.0,1331,645,686,103.89,123.61
2014-06-26T15:50:54Z,GBPCAD,54.0,45.0,1919,1384,535,206.83,173.4
2014-06-26T15:50:54Z,GBPCHF,46.0,53.0,4730,1412,3318,1157.45,1325.06
2014-06-26T15:50:54Z,GBPJPY,53.0,47.0,5015,2147,2868,1966.28,1743.4
2014-06-26T15:50:54Z,GBPNZD,84.0,15.0,1352,1047,305,274.39,49.11
2014-06-26T15:50:54Z,GBPSEK,15.0,84.0,254,10,244,1.96,10.6
2014-06-26T15:50:54Z,GBPUSD,29.0,70.0,26038,5909,20129,3015.89,7238.8
2014-06-26T15:50:54Z,NOKJPY,100.0,0.0,2,2,0,0.04,0.0
2014-06-26T15:50:54Z,NZDCAD,27.0,72.0,765,191,574,45.82,120.02
2014-06-26T15:50:54Z,NZDCHF,10.0,89.0,843,216,627,25.19,216.88
2014-06-26T15:50:54Z,NZDJPY,28.0,71.0,2173,541,1632,510.0,1293.48
2014-06-26T15:50:54Z,NZDUSD,21.0,78.0,9583,1416,8167,1363.09,4877.31
2014-06-26T15:50:54Z,SEKJPY,100.0,0.0,2,2,0,0.04,0.0
2014-06-26T15:50:54Z,SGDJPY,94.0,5.0,34,23,11,12.17,0.72
2014-06-26T15:50:54Z,TRYJPY,99.0,0.0,8,5,3,6.72,0.03
2014-06-26T15:50:54Z,USDCAD,73.0,26.0,16284,13733,2551,6156.92,2212.26
2014-06-26T15:50:54Z,USDCHF,49.0,50.0,13315,5831,7484,2866.82,2974.29
2014-06-26T15:50:54Z,USDDKK,33.0,66.0,66,25,41,0.76,1.48
2014-06-26T15:50:54Z,USDHUF,0.0,99.0,16,2,14,0.02,7.44
2014-06-26T15:50:54Z,USDJPY,59.0,40.0,11654,7725,3929,3092.99,2139.62
2014-06-26T15:50:54Z,USDMXN,37.0,62.0,17,10,7,0.26,0.44
2014-06-26T15:50:54Z,USDNOK,10.0,89.0,149,15,134,1.55,12.75
2014-06-26T15:50:54Z,USDPLN,5.0,94.0,29,4,25,1.07,19.58
2014-06-26T15:50:54Z,USDRUB,78.0,21.0,104,63,41,19.51,5.26
2014-06-26T15:50:54Z,USDSEK,10.0,89.0,321,45,276,3.46,28.83
2014-06-26T15:50:54Z,USDSGD,43.0,56.0,120,76,44,30.5,39.08
2014-06-26T15:50:54Z,USDTRY,18.0,81.0,119,16,103,6.43,28.66
2014-06-26T15:50:54Z,USDZAR,29.0,70.0,173,37,136,2.17,5.26
2014-06-26T15:50:54Z,XAGUSD,46.0,53.0,808,413,395,114.57,129.72
2014-06-26T15:50:54Z,XAUUSD,30.0,69.0,4029,1610,2419,313.09,711.37
2014-06-26T15:50:54Z,ZARJPY,100.0,0.0,11,11,0,10.05,0.0
2014-10-05T07:31:19Z,AUDCAD,66.0,33.0,1076,650,426,110.83,55.78
2014-10-05T07:31:19Z,AUDCHF,34.0,65.0,748,437,311,63.65,119.02
2014-10-05T07:31:19Z,AUDJPY,52.0,47.0,1466,831,635,286.91,255.21
2014-10-05T07:31:19Z,AUDNZD,43.0,56.0,2327,1175,1152,344.26,444.38
2014-10-05T07:31:19Z,AUDSGD,92.0,7.0,43,39,4,4.63,0.4
2014-10-05T07:31:19Z,AUDUSD,68.0,31.0,5306,3637,1669,972.33,440.16
2014-10-05T07:31:19Z,CADCHF,40.0,59.0,641,334,307,49.05,71.36
2014-10-05T07:31:19Z,CADJPY,73.0,26.0,1208,426,782,611.79,222.07
2014-10-05T07:31:19Z,CHFJPY,51.0,48.0,870,419,451,349.3,326.25
2014-10-05T07:31:19Z,CHFSGD,51.0,48.0,18,11,7,0.4,0.37
2014-10-05T07:31:19Z,EURAUD,40.0,59.0,2164,878,1286,225.88,334.24
2014-10-05T07:31:19Z,EURCAD,65.0,34.0,943,532,411,165.12,88.7
2014-10-05T07:31:19Z,EURCHF,77.0,22.0,3705,2748,957,1019.87,300.36
2014-10-05T07:31:19Z,EURCZK,0.0,100.0,2,0,2,0.0,1.01
2014-10-05T07:31:19Z,EURDKK,100.0,0.0,3,3,0,0.21,0.0
2014-10-05T07:31:19Z,EURGBP,59.0,40.0,3635,2183,1452,595.02,399.85
2014-10-05T07:31:19Z,EURHKD,95.0,4.0,13,10,3,2.6,0.12
2014-10-05T07:31:19Z,EURJPY,45.0,54.0,3911,2125,1786,453.48,552.86
2014-10-05T07:31:19Z,EURNOK,26.0,73.0,25,8,17,0.19,0.54
2014-10-05T07:31:19Z,EURNZD,59.0,40.0,1038,438,600,149.4,102.45
2014-10-05T07:31:19Z,EURPLN,0.0,100.0,17,0,17,0.0,0.77
2014-10-05T07:31:19Z,EURSEK,13.0,86.0,17,7,10,0.2,1.26
2014-10-05T07:31:19Z,EURSGD,96.0,3.0,46,41,5,4.12,0.16
2014-10-05T07:31:19Z,EURTRY,6.0,93.0,212,25,187,1.8,27.0
2014-10-05T07:31:19Z,EURUSD,68.0,31.0,31665,23503,8162,6115.74,2876.35
2014-10-05T07:31:19Z,EURZAR,0.0,99.0,40,2,38,0.02,4.26
2014-10-05T07:31:19Z,GBPAUD,40.0,59.0,1084,355,729,134.85,195.72
2014-10-05T07:31:19Z,GBPCAD,50.0,49.0,847,466,381,110.51,106.46
2014-10-05T07:31:19Z,GBPCHF,41.0,58.0,1124,402,722,255.76,359.55
2014-10-05T07:31:19Z,GBPDKK,95.0,5.0,7,6,1,0.19,0.01
