cell_id,pair,tf,intrabar_tf,hypothesis,vol_mult,body_pct,horizon_bars,cohort,n_trades,win_rate,ev_pip,ev_pct,profit_factor,wilson_lower_95,sharpe_annual,kelly_fraction,max_dd_pct,mae_mean_pct,mae_p5_pct,mfe_mean_pct,year_flip_count,p_value,bonferroni_pass,bh_fdr_pass,g7_delta_incremental,verdict,period_start,period_end,bt_data_source,generated_at
USD_JPY_H-C_1.5_0.40_6,USD_JPY,H1,M5,H-C,1.5,0.4,6,primary_12y,3596,0.5077864293659622,1.6057285873192635,0.012292131425323862,1.1283626218502358,0.49144670600073553,3.004537561490851,0.05276721814923663,-13.476131612621792,-0.2184291905536465,-0.6473420490397064,0.23717084837609997,4,0.3590520097424425,0,0,1,REJECT,2014-01-02T04:00:00+00:00,2026-04-30T23:00:00+00:00,MASSIVE_parquet,2026-05-20T04:17:34.819065+00:00
USD_JPY_H-C_1.5_0.40_12,USD_JPY,H1,M5,H-C,1.5,0.4,12,primary_12y,3595,0.5093184979137692,2.38545173852573,0.01860340198264829,1.1425792328020357,0.49297572345523116,3.4570556802728807,0.05970620925618747,-9.972272275190829,-0.28677003096088427,-0.8461416359199625,0.3170749498503788,2,0.27099673745684794,0,0,1,REJECT,2014-01-02T04:00:00+00:00,2026-04-30T23:00:00+00:00,MASSIVE_parquet,2026-05-20T04:17:34.819065+00:00
USD_JPY_H-D_1.5_0.40_1,USD_JPY,H1,M5,H-D,1.5,0.4,1,primary_12y,14,0.42857142857142855,4.492857142856975,0.029506514971207518,1.7083333333333026,0.2138079890447412,14.392901451902702,0.16483743844330284,-0.2421625810379746,-0.10941709725125204,-0.31694293719223554,0.13037787350950655,5,0.79052734375,0,0,1,REJECT,2014-01-02T04:00:00+00:00,2026-04-30T23:00:00+00:00,MASSIVE_parquet,2026-05-20T04:17:34.819065+00:00
USD_JPY_H-D_1.5_0.40_3,USD_JPY,H1,M5,H-D,1.5,0.4,3,primary_12y,14,0.5714285714285714,8.378571428571137,0.05918013064752053,2.105560791705877,0.32590644579650746,21.67742817141937,0.2931230450848522,-0.2837401999754352,-0.15150620251468325,-0.3698706643084665,0.1826259459680814,5,0.79052734375,0,0,1,REJECT,2014-01-02T04:00:00+00:00,2026-04-30T23:00:00+00:00,MASSIVE_parquet,2026-05-20T04:17:34.819065+00:00
USD_JPY_H-D_1.5_0.40_6,USD_JPY,H1,M5,H-D,1.5,0.4,6,primary_12y,14,0.42857142857142855,-2.0857142857146016,-0.020171300312250246,0.8515505846466486,0.2138079890447412,-6.226813132091487,-0.09497030037791393,-0.5518775863086911,-0.19176609501377023,-0.42325011040161786,0.20431172972619205,3,0.79052734375,0,0,1,REJECT,2014-01-02T04:00:00+00:00,2026-04-30T23:00:00+00:00,MASSIVE_parquet,2026-05-20T04:17:34.819065+00:00
USD_JPY_H-D_1.5_0.40_12,USD_JPY,H1,M5,H-D,1.5,0.4,12,primary_12y,14,0.35714285714285715,-13.750000000000082,-0.11617891978383652,0.45312500000000056,0.1634473175355414,-23.65550632800231,-0.49522716887463375,-1.5576395649483543,-0.3058206519231721,-0.786737078120458,0.2559160069844246,3,0.4239501953125,0,0,1,REJECT,2014-01-02T04:00:00+00:00,2026-04-30T23:00:00+00:00,MASSIVE_parquet,2026-05-20T04:17:34.819065+00:00
USD_JPY_H-A_1.5_0.50_1,USD_JPY,H1,M5,H-A,1.5,0.5,1,primary_12y,5913,0.49078302046338573,0.6059024184001344,0.004915825053898259,1.0780157351032602,0.4780510593291825,1.9207415228223643,0.03235006020846931,-14.502219811013749,-0.13195070246950372,-0.3907312212416447,0.14358399543397288,3,0.16016613844112276,0,0,,REJECT,2014-01-02T04:00:00+00:00,2026-04-30T23:00:00+00:00,MASSIVE_parquet,2026-05-20T04:17:34.819065+00:00
USD_JPY_H-A_1.5_0.50_3,USD_JPY,H1,M5,H-A,1.5,0.5,3,primary_12y,5913,0.497886013867749,0.7268560798241114,0.005810600611987924,1.071823195187165,0.48514739157990305,1.812256161272487,0.030987839735325595,-23.4765145485937,-0.17201192214716718,-0.5112208314601241,0.1843172078490496,4,0.7549601532739383,0,0,,REJECT,2014-01-02T04:00:00+00:00,2026-04-30T23:00:00+00:00,MASSIVE_parquet,2026-05-20T04:17:34.819065+00:00
USD_JPY_H-A_1.5_0.50_6,USD_JPY,H1,M5,H-A,1.5,0.5,6,primary_12y,5913,0.5002536783358701,1.0345340774564598,0.008095450544403693,1.0824281623715692,0.487513406704657,2.0320555841549566,0.03476629995316666,-28.76973233818198,-0.21636132154859058,-0.6599905086772528,0.2329049758469,4,0.9792503374453537,0,0,,REJECT,2014-01-02T04:00:00+00:00,2026-04-30T23:00:00+00:00,MASSIVE_parquet,2026-05-20T04:17:34.819065+00:00
USD_JPY_H-A_1.5_0.50_12,USD_JPY,H1,M5,H-A,1.5,0.5,12,primary_12y,5913,0.5029595805851513,1.9262978183662962,0.015000171115247913,1.1165534635773864,0.490217773572601,2.8513486845562626,0.04859599214253685,-33.50952768656076,-0.28328547662996817,-0.8438514783783413,0.3104250941613654,3,0.6583803535013032,0,0,,REJECT,2014-01-02T04:00:00+00:00,2026-04-30T23:00:00+00:00,MASSIVE_parquet,2026-05-20T04:17:34.819065+00:00
USD_JPY_H-B_1.5_0.50_1,USD_JPY,H1,M5,H-B,1.5,0.5,1,primary_12y,5913,0.5058346017250127,-0.6059024184001344,-0.004519862579527927,0.9276302445661545,0.4930915719668566,-1.7675187894965694,-0.039781525961198216,-27.754669555121414,-0.14309758135199924,-0.42521566251596304,0.1323432212521136,4,0.37652987904056434,0,0,,REJECT,2014-01-02T04:00:00+00:00,2026-04-30T23:00:00+00:00,MASSIVE_parquet,2026-05-20T04:17:34.819065+00:00
USD_JPY_H-B_1.5_0.50_3,USD_JPY,H1,M5,H-B,1.5,0.5,3,primary_12y,5913,0.5002536783358701,-0.7268560798241114,-0.005188866505752598,0.9329896987584569,0.487513406704657,-1.6188463882289688,-0.03329502967576925,-34.050130661809455,-0.183561420659083,-0.5484804909071261,0.17266568912043959,5,0.9792503374453537,0,0,,REJECT,2014-01-02T04:00:00+00:00,2026-04-30T23:00:00+00:00,MASSIVE_parquet,2026-05-20T04:17:34.819065+00:00
USD_JPY_H-B_1.5_0.50_6,USD_JPY,H1,M5,H-B,1.5,0.5,6,primary_12y,5913,0.4977168949771689,-1.0345340774564598,-0.007135473714593661,0.9238488379764885,0.4849784014240847,-1.791648564157302,-0.036694348916903985,-43.3650387173348,-0.2317205026907112,-0.6972176306163491,0.21737780615707675,4,0.7352767923549055,0,0,,REJECT,2014-01-02T04:00:00+00:00,2026-04-30T23:00:00+00:00,MASSIVE_parquet,2026-05-20T04:17:34.819065+00:00
USD_JPY_H-B_1.5_0.50_12,USD_JPY,H1,M5,H-B,1.5,0.5,12,primary_12y,5913,0.49518011161846776,-1.9262978183662962,-0.01332423015721013,0.8956131816528028,0.4824437238870932,-2.5319666379790533,-0.05059905536433473,-82.74024817040674,-0.30836963059164135,-0.9268851584788962,0.2850292329363466,5,0.46645982647104217,0,0,,REJECT,2014-01-02T04:00:00+00:00,2026-04-30T23:00:00+00:00,MASSIVE_parquet,2026-05-20T04:17:34.819065+00:00
USD_JPY_H-C_1.5_0.50_1,USD_JPY,H1,M5,H-C,1.5,0.5,1,primary_12y,3229,0.5035614741406008,1.1457726850418068,0.008961744361193529,1.151081545730375,0.48632209932683523,3.3673197824750254,0.06040637224889417,-4.6855439027019194,-0.13229635612465312,-0.38563120889479663,0.14762754586318916,2,0.6986452549818796,0,0,1,REJECT,2014-01-02T04:00:00+00:00,2026-04-30T23:00:00+00:00,MASSIVE_parquet,2026-05-20T04:17:34.819065+00:00
USD_JPY_H-C_1.5_0.50_3,USD_JPY,H1,M5,H-C,1.5,0.5,3,primary_12y,3229,0.5069681015794364,1.3278104676370408,0.010267066952046674,1.1339199260355954,0.4897259139023067,3.1438371452504676,0.055606300398387265,-10.324847707724432,-0.17195869977804615,-0.5033211540960325,0.18852119167200873,3,0.4387482369871626,0,0,1,REJECT,2014-01-02T04:00:00+00:00,2026-04-30T23:00:00+00:00,MASSIVE_parquet,2026-05-20T04:17:34.819065+00:00
USD_JPY_H-C_1.5_0.50_6,USD_JPY,H1,M5,H-C,1.5,0.5,6,primary_12y,3229,0.5072777949829669,1.923227005264809,0.01463626153781747,1.1562717827026798,0.49003539122592865,3.5996509723973484,0.06248895862295728,-12.831656194939615,-0.2163312559929661,-0.6422625139159144,0.23973679149191354,4,0.41822429360223107,0,0,1,REJECT,2014-01-02T04:00:00+00:00,2026-04-30T23:00:00+00:00,MASSIVE_parquet,2026-05-20T04:17:34.819065+00:00
USD_JPY_H-C_1.5_0.50_12,USD_JPY,H1,M5,H-C,1.5,0.5,12,primary_12y,3229,0.5066584081759059,2.936853205326725,0.022338354712393118,1.1790743826204602,0.4894164431850085,4.188399727745348,0.07076958992676702,-10.190519601141032,-0.283570992671182,-0.8452448188182538,0.3202033902530716,2,0.459839068952718,0,0,1,REJECT,2014-01-02T04:00:00+00:00,2026-04-30T23:00:00+00:00,MASSIVE_parquet,2026-05-20T04:17:34.819065+00:00
USD_JPY_H-D_1.5_0.50_1,USD_JPY,H1,M5,H-D,1.5,0.5,1,primary_12y,3,0.6666666666666666,14.23333333333261,0.10989587843811544,2.707999999999913,0.20765960080204768,35.09623896431286,0.44721431434905523,-0.1617808839707524,-0.11166674590937786,-0.19903430113817455,0.2317466117318201,1,1.0,0,0,1,REJECT,2014-01-02T04:00:00+00:00,2026-04-30T23:00:00+00:00,MASSIVE_parquet,2026-05-20T04:17:34.819065+00:00
USD_JPY_H-D_1.5_0.50_3,USD_JPY,H1,M5,H-D,1.5,0.5,3,primary_12y,3,0.6666666666666666,18.833333333333258,0.14871603434631156,2.2870159453303116,0.20765960080204768,30.121123737683874,0.40750354193135674,-0.2837401999754352,-0.16837024853786722,-0.35213375823509585,0.2745983608938962,1,1.0,0,0,1,REJECT,2014-01-02T04:00:00+00:00,2026-04-30T23:00:00+00:00,MASSIVE_parquet,2026-05-20T04:17:34.819065+00:00
USD_JPY_H-D_1.5_0.50_6,USD_JPY,H1,M5,H-D,1.5,0.5,6,primary_12y,3,0.6666666666666666,15.499999999999167,0.1269226492112733,1.9667359667359257,0.20765960080204768,25.83022573813776,0.36705667512619716,-0.310801816995232,-0.16837024853786722,-0.35213375823509585,0.3015545845101701,1,1.0,0,0,1,REJECT,2014-01-02T04:00:00+00:00,2026-04-30T23:00:00+00:00,MASSIVE_parquet,2026-05-20T04:17:34.819065+00:00
USD_JPY_H-D_1.5_0.50_12,USD_JPY,H1,M5,H-D,1.5,0.5,12,primary_12y,3,0.6666666666666666,11.7999999999995,0.10327628555327761,1.424969987995181,0.20765960080204768,13.36297144465653,0.24390498521502002,-0.5370278442167975,-0.25946253606210873,-0.5980829345505478,0.47114985867121223,1,1.0,0,0,1,REJECT,2014-01-02T04:00:00+00:00,2026-04-30T23:00:00+00:00,MASSIVE_parquet,2026-05-20T04:17:34.819065+00:00
USD_JPY_H-A_1.5_0.60_1,USD_JPY,H1,M5,H-A,1.5,0.6,1,primary_12y,4354,0.4942581534221406,0.8843135048231454,0.007071025463999772,1.1148644109258834,0.4794191183798536,2.7151782535270645,0.04722121955369879,-12.144368894309391,-0.1336829791908101,-0.390537793333422,0.14677438494117565,3,0.4577309388675549,0,0,,REJECT,2014-01-02T04:00:00+00:00,2026-04-30T23:00:00+00:00,MASSIVE_parquet,2026-05-20T04:17:34.819065+00:00
