strategy,ts,hour_utc,session,signal,outcome,pnl_pips,exit_bars
bb_rsi_ema_aligned,2025-10-17 20:22:00+00:00,20,NY,SELL,LOSS,-3.8000000000001135,7
bb_rsi_ema_aligned,2025-10-19 22:10:00+00:00,22,Off,SELL,LOSS,-15.376951578752074,68
bb_rsi_ema_aligned,2025-10-20 06:58:00+00:00,6,Tokyo,SELL,LOSS,-4.522005868991118,8
bb_rsi_ema_aligned,2025-10-20 08:52:00+00:00,8,London,BUY,LOSS,-5.018544933391399,6
bb_rsi_ema_aligned,2025-10-20 19:01:00+00:00,19,NY,BUY,LOSS,-3.8000000000001135,4
bb_rsi_ema_aligned,2025-10-20 20:18:00+00:00,20,NY,SELL,WIN,6.699999999998863,42
bb_rsi_ema_aligned,2025-10-21 05:03:00+00:00,5,Tokyo,BUY,LOSS,-6.439899486118338,2
bb_rsi_ema_aligned,2025-10-21 06:40:00+00:00,6,Tokyo,BUY,LOSS,-4.163078487552684,1
bb_rsi_ema_aligned,2025-10-21 07:12:00+00:00,7,London,BUY,LOSS,-9.021071777745693,13
bb_rsi_ema_aligned,2025-10-21 08:35:00+00:00,8,London,SELL,LOSS,-8.029954265565653,5
bb_rsi_ema_aligned,2025-10-21 22:01:00+00:00,22,Off,BUY,WIN,6.699999999998863,58
bb_rsi_ema_aligned,2025-10-22 06:03:00+00:00,6,Tokyo,SELL,WIN,8.20000000000034,22
bb_rsi_ema_aligned,2025-10-22 07:02:00+00:00,7,London,BUY,WIN,6.699999999998863,4
bb_rsi_ema_aligned,2025-10-22 08:24:00+00:00,8,London,BUY,LOSS,-4.265422029466936,31
bb_rsi_ema_aligned,2025-10-22 19:10:00+00:00,19,NY,SELL,LOSS,-3.8000000000001135,11
bb_rsi_ema_aligned,2025-10-22 19:56:00+00:00,19,NY,SELL,WIN,6.699999999998863,39
bb_rsi_ema_aligned,2025-10-22 22:01:00+00:00,22,Off,BUY,LOSS,-3.8000000000001135,1
bb_rsi_ema_aligned,2025-10-23 05:12:00+00:00,5,Tokyo,BUY,LOSS,-3.8000000000001135,17
bb_rsi_ema_aligned,2025-10-23 06:34:00+00:00,6,Tokyo,SELL,LOSS,-3.8000000000001135,3
bb_rsi_ema_aligned,2025-10-23 07:19:00+00:00,7,London,BUY,LOSS,-3.8000000000001135,3
bb_rsi_ema_aligned,2025-10-23 19:25:00+00:00,19,NY,SELL,WIN,0.19999999999909046,26
bb_rsi_ema_aligned,2025-10-23 21:34:00+00:00,21,Off,BUY,LOSS,-4.15401304832601,26
bb_rsi_ema_aligned,2025-10-23 23:34:00+00:00,23,Off,SELL,WIN,6.699999999998863,10
bb_rsi_ema_aligned,2025-10-24 07:12:00+00:00,7,London,BUY,LOSS,-3.8861874287495537,13
bb_rsi_ema_aligned,2025-10-24 08:34:00+00:00,8,London,SELL,WIN,12.066511230225796,208
bb_rsi_ema_aligned,2025-10-24 19:35:00+00:00,19,NY,SELL,WIN,6.699999999998863,20
bb_rsi_ema_aligned,2025-10-24 20:33:00+00:00,20,NY,SELL,LOSS,-3.8000000000001135,1
bb_rsi_ema_aligned,2025-10-26 22:33:00+00:00,22,Off,SELL,WIN,6.699999999998863,9
bb_rsi_ema_aligned,2025-10-26 23:31:00+00:00,23,Off,BUY,LOSS,-3.8000000000001135,2
bb_rsi_ema_aligned,2025-10-27 06:39:00+00:00,6,Tokyo,BUY,WIN,6.699999999998863,8
bb_rsi_ema_aligned,2025-10-27 08:39:00+00:00,8,London,BUY,LOSS,-6.28970623085836,64
bb_rsi_ema_aligned,2025-10-27 19:07:00+00:00,19,NY,SELL,LOSS,-3.9785971397027877,23
bb_rsi_ema_aligned,2025-10-27 21:31:00+00:00,21,Off,SELL,WIN,6.699999999998863,29
bb_rsi_ema_aligned,2025-10-27 23:47:00+00:00,23,Off,BUY,LOSS,-3.8000000000001135,15
bb_rsi_ema_aligned,2025-10-28 05:08:00+00:00,5,Tokyo,BUY,WIN,7.947056771088069,2
bb_rsi_ema_aligned,2025-10-28 07:03:00+00:00,7,London,SELL,LOSS,-3.8000000000001135,2
bb_rsi_ema_aligned,2025-10-28 08:24:00+00:00,8,London,BUY,LOSS,-4.269623622981999,6
bb_rsi_ema_aligned,2025-10-28 19:05:00+00:00,19,NY,BUY,LOSS,-3.8000000000001135,12
bb_rsi_ema_aligned,2025-10-28 19:50:00+00:00,19,NY,SELL,LOSS,-3.8000000000001135,3
bb_rsi_ema_aligned,2025-10-28 21:47:00+00:00,21,Off,BUY,LOSS,-3.8000000000001135,2
bb_rsi_ema_aligned,2025-10-28 23:13:00+00:00,23,Off,BUY,WIN,6.699999999998863,13
bb_rsi_ema_aligned,2025-10-29 05:07:00+00:00,5,Tokyo,SELL,LOSS,-3.8000000000001135,2
bb_rsi_ema_aligned,2025-10-29 05:41:00+00:00,5,Tokyo,SELL,WIN,10.959167500542843,16
bb_rsi_ema_aligned,2025-10-29 06:45:00+00:00,6,Tokyo,BUY,LOSS,-3.8000000000001135,1
bb_rsi_ema_aligned,2025-10-29 08:22:00+00:00,8,London,SELL,LOSS,-5.057113913061516,13
bb_rsi_ema_aligned,2025-10-29 21:32:00+00:00,21,Off,SELL,WIN,12.65636859387298,1
bb_rsi_ema_aligned,2025-10-29 22:06:00+00:00,22,Off,SELL,LOSS,-3.8000000000001135,18
bb_rsi_ema_aligned,2025-10-30 05:30:00+00:00,5,Tokyo,SELL,LOSS,-7.215386244000842,28
bb_rsi_ema_aligned,2025-10-30 08:08:00+00:00,8,London,SELL,LOSS,-3.8000000000001135,2
bb_rsi_ema_aligned,2025-10-30 08:44:00+00:00,8,London,BUY,LOSS,-4.115709020139934,1
bb_rsi_ema_aligned,2025-10-30 22:02:00+00:00,22,Off,BUY,LOSS,-3.8000000000001135,27
bb_rsi_ema_aligned,2025-10-30 23:44:00+00:00,23,Off,BUY,LOSS,-5.584841896005787,3
bb_rsi_ema_aligned,2025-10-31 06:45:00+00:00,6,Tokyo,SELL,LOSS,-3.8000000000001135,6
bb_rsi_ema_aligned,2025-10-31 20:32:00+00:00,20,NY,BUY,LOSS,-3.8000000000001135,23
bb_rsi_ema_aligned,2025-11-03 05:02:00+00:00,5,Tokyo,SELL,LOSS,-3.8000000000001135,5
bb_rsi_ema_aligned,2025-11-03 06:19:00+00:00,6,Tokyo,SELL,LOSS,-3.8000000000001135,11
bb_rsi_ema_aligned,2025-11-03 22:42:00+00:00,22,Off,BUY,LOSS,-3.8000000000001135,37
bb_rsi_ema_aligned,2025-11-04 05:31:00+00:00,5,Tokyo,BUY,LOSS,-3.8000000000001135,4
bb_rsi_ema_aligned,2025-11-04 06:25:00+00:00,6,Tokyo,BUY,LOSS,-3.8000000000001135,6
bb_rsi_ema_aligned,2025-11-04 07:17:00+00:00,7,London,BUY,LOSS,-5.590720065381038,2
bb_rsi_ema_aligned,2025-11-04 07:59:00+00:00,7,London,SELL,WIN,13.76640132917073,16
bb_rsi_ema_aligned,2025-11-04 22:44:00+00:00,22,Off,SELL,LOSS,-3.8000000000001135,30
