strategy,ts,hour_utc,session,signal,outcome,pnl_pips,exit_bars
ma_trend_perfect,2025-11-07 08:45:00+00:00,8,London,BUY,WIN,4.05125820777057,7
ma_trend_perfect,2025-11-07 15:56:00+00:00,15,NY,SELL,LOSS,-4.582422056008272,2
ma_trend_perfect,2025-11-10 00:07:00+00:00,0,Tokyo,BUY,WIN,12.511421852282023,8
ma_trend_perfect,2025-11-10 00:52:00+00:00,0,Tokyo,BUY,WIN,5.9347422460159125,2
ma_trend_perfect,2025-11-10 07:51:00+00:00,7,London,BUY,WIN,3.85098446719594,4
ma_trend_perfect,2025-11-10 08:33:00+00:00,8,London,BUY,LOSS,-3.616217032156487,5
ma_trend_perfect,2025-11-10 10:25:00+00:00,10,London,BUY,WIN,2.642547436793575,5
ma_trend_perfect,2025-11-10 12:40:00+00:00,12,London,BUY,WIN,3.104815687778296,6
ma_trend_perfect,2025-11-11 02:05:00+00:00,2,Tokyo,BUY,WIN,3.4458294145490074,2
ma_trend_perfect,2025-11-12 03:50:00+00:00,3,Tokyo,BUY,WIN,2.173609418378942,4
ma_trend_perfect,2025-11-12 05:41:00+00:00,5,Tokyo,BUY,WIN,5.159660871147321,2
ma_trend_perfect,2025-11-12 06:40:00+00:00,6,Tokyo,BUY,LOSS,-3.1361708001630175,12
ma_trend_perfect,2025-11-12 07:33:00+00:00,7,London,BUY,WIN,3.551669906881739,6
ma_trend_perfect,2025-11-12 08:35:00+00:00,8,London,BUY,LOSS,-3.7795585486851904,2
ma_trend_perfect,2025-11-12 10:10:00+00:00,10,London,BUY,WIN,4.4087353826635765,10
ma_trend_perfect,2025-11-12 11:45:00+00:00,11,London,BUY,LOSS,-2.684625789799088,12
ma_trend_perfect,2025-11-17 16:26:00+00:00,16,NY,BUY,WIN,3.6413486623028577,11
ma_trend_perfect,2025-11-17 17:25:00+00:00,17,NY,BUY,WIN,3.045175578507565,14
ma_trend_perfect,2025-11-17 18:10:00+00:00,18,NY,BUY,LOSS,-2.9162972832769354,45
ma_trend_perfect,2025-11-17 19:30:00+00:00,19,NY,BUY,WIN,2.940952933077324,3
ma_trend_perfect,2025-11-18 18:50:00+00:00,18,NY,BUY,LOSS,-3.460009395881957,18
ma_trend_perfect,2025-11-19 12:06:00+00:00,12,London,BUY,WIN,4.174329805597222,13
ma_trend_perfect,2025-11-19 13:25:00+00:00,13,NY,BUY,WIN,4.2763307880060895,4
ma_trend_perfect,2025-11-19 16:15:00+00:00,16,NY,BUY,WIN,5.514700128629625,4
ma_trend_perfect,2025-11-19 18:51:00+00:00,18,NY,BUY,WIN,4.118177977444316,8
ma_trend_perfect,2025-11-19 22:12:00+00:00,22,Off,BUY,LOSS,-5.051871358252401,2
ma_trend_perfect,2025-11-19 22:50:00+00:00,22,Off,BUY,LOSS,-4.284780448781066,10
ma_trend_perfect,2025-11-19 23:37:00+00:00,23,Off,BUY,LOSS,-3.510526919128142,14
ma_trend_perfect,2025-11-20 00:22:00+00:00,0,Tokyo,BUY,WIN,6.171309004222803,3
ma_trend_perfect,2025-11-20 01:25:00+00:00,1,Tokyo,BUY,WIN,4.756578046179084,2
ma_trend_perfect,2025-11-20 03:40:00+00:00,3,Tokyo,BUY,WIN,3.9013260566444616,1
ma_trend_perfect,2025-11-20 04:40:00+00:00,4,Tokyo,BUY,WIN,3.752879344879557,2
ma_trend_perfect,2025-11-20 05:56:00+00:00,5,Tokyo,BUY,WIN,5.492575190400385,2
ma_trend_perfect,2025-11-20 07:26:00+00:00,7,London,BUY,LOSS,-4.421101467626886,4
ma_trend_perfect,2025-11-20 13:10:00+00:00,13,NY,BUY,LOSS,-4.345795996507195,1
ma_trend_perfect,2025-11-20 13:45:00+00:00,13,NY,BUY,LOSS,-10.257373601958353,18
ma_trend_perfect,2025-11-20 14:55:00+00:00,14,NY,BUY,WIN,7.56015310897551,9
ma_trend_perfect,2025-11-25 19:10:00+00:00,19,NY,SELL,LOSS,-2.693542325504427,9
ma_trend_perfect,2025-11-26 09:15:00+00:00,9,London,BUY,WIN,4.398758046591934,15
ma_trend_perfect,2025-11-26 10:07:00+00:00,10,London,BUY,WIN,5.688413783188207,17
ma_trend_perfect,2025-11-26 11:58:00+00:00,11,London,BUY,WIN,6.651586593745674,2
ma_trend_perfect,2025-11-26 12:31:00+00:00,12,London,BUY,WIN,4.07618691342675,1
ma_trend_perfect,2025-11-26 13:30:00+00:00,13,NY,BUY,WIN,9.467035132090995,5
ma_trend_perfect,2025-11-26 14:55:00+00:00,14,NY,BUY,WIN,6.93118995982145,7
ma_trend_perfect,2025-11-28 08:05:00+00:00,8,London,BUY,LOSS,-11.965642739649685,5
ma_trend_perfect,2025-11-28 08:56:00+00:00,8,London,BUY,LOSS,-9.980504728317374,1
ma_trend_perfect,2025-12-01 01:36:00+00:00,1,Tokyo,SELL,WIN,9.373259319694238,14
ma_trend_perfect,2025-12-01 03:05:00+00:00,3,Tokyo,SELL,WIN,4.938767260646682,8
ma_trend_perfect,2025-12-01 05:10:00+00:00,5,Tokyo,SELL,WIN,4.680266261702127,3
ma_trend_perfect,2025-12-01 14:15:00+00:00,14,NY,SELL,LOSS,-4.635110688575582,15
ma_trend_perfect,2025-12-03 00:45:00+00:00,0,Tokyo,SELL,LOSS,-3.1850583458624895,8
ma_trend_perfect,2025-12-03 02:55:00+00:00,2,Tokyo,SELL,LOSS,-2.9953509674773384,17
ma_trend_perfect,2025-12-03 04:30:00+00:00,4,Tokyo,SELL,WIN,1.8356528804086565,2
ma_trend_perfect,2025-12-03 05:30:00+00:00,5,Tokyo,SELL,WIN,1.9083076702751895,5
ma_trend_perfect,2025-12-03 13:35:00+00:00,13,NY,SELL,WIN,7.817378026585243,8
ma_trend_perfect,2025-12-03 14:30:00+00:00,14,NY,SELL,WIN,5.3430904938106325,3
ma_trend_perfect,2025-12-03 15:06:00+00:00,15,NY,SELL,WIN,10.462864602636568,3
ma_trend_perfect,2025-12-03 15:45:00+00:00,15,NY,SELL,WIN,6.338645523656351,3
ma_trend_perfect,2025-12-03 17:11:00+00:00,17,NY,SELL,WIN,4.337663471060705,5
ma_trend_perfect,2025-12-03 17:56:00+00:00,17,NY,SELL,WIN,3.0559929484648594,1
ma_trend_perfect,2025-12-03 18:42:00+00:00,18,NY,SELL,WIN,3.173169170043889,2
ma_trend_perfect,2025-12-03 19:51:00+00:00,19,NY,SELL,LOSS,-2.389618418481109,8
ma_trend_perfect,2025-12-03 22:59:00+00:00,22,Off,SELL,LOSS,-7.100691859522089,1
ma_trend_perfect,2025-12-03 23:33:00+00:00,23,Off,SELL,WIN,3.1483240676560174,1
ma_trend_perfect,2025-12-04 00:20:00+00:00,0,Tokyo,SELL,LOSS,-3.5510545418465425,5
ma_trend_perfect,2025-12-04 00:57:00+00:00,0,Tokyo,SELL,WIN,5.746369985997558,3
ma_trend_perfect,2025-12-04 14:00:00+00:00,14,NY,SELL,WIN,6.889244306848764,18
ma_trend_perfect,2025-12-04 15:24:00+00:00,15,NY,SELL,WIN,5.155670660227952,6
ma_trend_perfect,2025-12-08 02:20:00+00:00,2,Tokyo,SELL,WIN,4.3259064814672685,6
ma_trend_perfect,2025-12-08 14:30:00+00:00,14,NY,BUY,WIN,8.654190459146616,6
ma_trend_perfect,2025-12-08 21:56:00+00:00,21,Off,BUY,LOSS,-2.6990053810142625,1
ma_trend_perfect,2025-12-09 07:01:00+00:00,7,London,BUY,WIN,4.2532923402244025,7
ma_trend_perfect,2025-12-09 07:40:00+00:00,7,London,BUY,WIN,4.143506008930854,5
ma_trend_perfect,2025-12-09 10:13:00+00:00,10,London,BUY,LOSS,-3.6270380059694842,8
ma_trend_perfect,2025-12-09 13:56:00+00:00,13,NY,BUY,WIN,5.661670891806648,16
ma_trend_perfect,2025-12-09 15:00:00+00:00,15,NY,BUY,WIN,10.492725014800452,6
ma_trend_perfect,2025-12-09 19:01:00+00:00,19,NY,BUY,WIN,1.9147768682056039,4
ma_trend_perfect,2025-12-09 20:20:00+00:00,20,NY,BUY,WIN,2.1885817709413233,15
ma_trend_perfect,2025-12-09 23:00:00+00:00,23,Off,BUY,LOSS,-4.735983454451275,10
ma_trend_perfect,2025-12-11 01:01:00+00:00,1,Tokyo,SELL,WIN,5.804766337136425,2
ma_trend_perfect,2025-12-11 01:50:00+00:00,1,Tokyo,SELL,WIN,4.166693125237498,2
ma_trend_perfect,2025-12-11 03:11:00+00:00,3,Tokyo,SELL,LOSS,-3.9142588063005403,8
ma_trend_perfect,2025-12-11 16:50:00+00:00,16,NY,SELL,WIN,5.158687962296949,13
ma_trend_perfect,2025-12-12 12:05:00+00:00,12,London,BUY,WIN,7.83791513288561,26
ma_trend_perfect,2025-12-15 06:51:00+00:00,6,Tokyo,SELL,WIN,4.427373503592503,2
ma_trend_perfect,2025-12-15 08:14:00+00:00,8,London,SELL,LOSS,-5.259770730468904,13
ma_trend_perfect,2025-12-15 09:01:00+00:00,9,London,SELL,WIN,5.766239229732673,5
ma_trend_perfect,2025-12-15 11:01:00+00:00,11,London,SELL,LOSS,-2.902878980778655,4
ma_trend_perfect,2025-12-15 12:17:00+00:00,12,London,SELL,LOSS,-3.7124966474824985,1
ma_trend_perfect,2025-12-15 13:30:00+00:00,13,NY,SELL,LOSS,-4.172278029098652,7
ma_trend_perfect,2025-12-15 15:20:00+00:00,15,NY,SELL,WIN,10.771805976609539,2
ma_trend_perfect,2025-12-16 00:46:00+00:00,0,Tokyo,SELL,LOSS,-3.958145086644026,5
ma_trend_perfect,2025-12-16 01:35:00+00:00,1,Tokyo,SELL,WIN,5.5658696563010155,2
ma_trend_perfect,2025-12-16 03:35:00+00:00,3,Tokyo,SELL,LOSS,-4.082769253522133,1
ma_trend_perfect,2025-12-16 04:20:00+00:00,4,Tokyo,SELL,WIN,2.7514026344941387,5
ma_trend_perfect,2025-12-16 08:10:00+00:00,8,London,SELL,WIN,5.320574345629848,12
ma_trend_perfect,2025-12-16 13:36:00+00:00,13,NY,SELL,LOSS,-11.852966846270352,7
ma_trend_perfect,2025-12-16 18:05:00+00:00,18,NY,SELL,LOSS,-4.051178607203542,6
ma_trend_perfect,2025-12-16 19:30:00+00:00,19,NY,SELL,WIN,8.681945651538125,16
ma_trend_perfect,2025-12-17 21:46:00+00:00,21,Off,BUY,WIN,1.9546472339452066,1
ma_trend_perfect,2025-12-19 03:20:00+00:00,3,Tokyo,BUY,WIN,11.376525512441571,1
ma_trend_perfect,2025-12-19 04:10:00+00:00,4,Tokyo,BUY,WIN,8.123290700712982,4
ma_trend_perfect,2025-12-19 05:50:00+00:00,5,Tokyo,BUY,WIN,4.33453387942775,9
ma_trend_perfect,2025-12-19 06:35:00+00:00,6,Tokyo,BUY,WIN,7.1978452772309085,2
ma_trend_perfect,2025-12-19 11:50:00+00:00,11,London,BUY,WIN,4.236388126015368,4
ma_trend_perfect,2025-12-19 12:36:00+00:00,12,London,BUY,LOSS,-3.174663279400124,5
ma_trend_perfect,2025-12-19 13:12:00+00:00,13,NY,BUY,WIN,4.523081856147383,4
ma_trend_perfect,2025-12-19 14:32:00+00:00,14,NY,BUY,WIN,9.07359661897642,9
ma_trend_perfect,2025-12-19 16:50:00+00:00,16,NY,BUY,WIN,3.7045057150957748,17
ma_trend_perfect,2025-12-19 18:40:00+00:00,18,NY,BUY,WIN,2.9637274741058492,10
ma_trend_perfect,2025-12-23 08:05:00+00:00,8,London,SELL,LOSS,-5.500689136367941,8
ma_trend_perfect,2025-12-23 08:44:00+00:00,8,London,SELL,WIN,5.865309701011779,16
ma_trend_perfect,2025-12-23 09:31:00+00:00,9,London,SELL,WIN,7.033983464786343,11
ma_trend_perfect,2025-12-23 10:17:00+00:00,10,London,SELL,LOSS,-4.0848660985791865,4
ma_trend_perfect,2025-12-23 11:10:00+00:00,11,London,SELL,WIN,4.852270134743276,19
ma_trend_perfect,2025-12-24 06:47:00+00:00,6,Tokyo,SELL,WIN,4.892775280400042,3
ma_trend_perfect,2025-12-24 07:25:00+00:00,7,London,SELL,LOSS,-5.319447813700594,7
ma_trend_perfect,2025-12-26 01:37:00+00:00,1,Tokyo,BUY,WIN,5.096566010591187,7
ma_trend_perfect,2025-12-30 07:31:00+00:00,7,London,SELL,WIN,3.146477342080357,2
ma_trend_perfect,2025-12-30 09:06:00+00:00,9,London,SELL,LOSS,-3.3025214465642874,1
ma_trend_perfect,2025-12-30 09:40:00+00:00,9,London,SELL,WIN,3.4453413575003653,6
ma_trend_perfect,2025-12-30 11:32:00+00:00,11,London,SELL,LOSS,-2.9529458239541553,6
ma_trend_perfect,2025-12-30 17:06:00+00:00,17,NY,BUY,WIN,3.934275787350839,9
ma_trend_perfect,2025-12-30 18:17:00+00:00,18,NY,BUY,WIN,1.9643510693337702,5
ma_trend_perfect,2025-12-30 19:31:00+00:00,19,NY,BUY,WIN,2.7621565885094244,10
ma_trend_perfect,2025-12-30 21:20:00+00:00,21,Off,BUY,LOSS,-2.4451359735384584,9
ma_trend_perfect,2025-12-31 05:50:00+00:00,5,Tokyo,BUY,WIN,2.4798610205617253,10
ma_trend_perfect,2025-12-31 06:40:00+00:00,6,Tokyo,BUY,WIN,2.548265579950294,20
ma_trend_perfect,2025-12-31 07:50:00+00:00,7,London,BUY,LOSS,-2.7919652156602295,7
ma_trend_perfect,2025-12-31 08:45:00+00:00,8,London,BUY,WIN,3.3624909691819314,7
ma_trend_perfect,2025-12-31 09:26:00+00:00,9,London,BUY,WIN,3.219230722286693,29
ma_trend_perfect,2025-12-31 15:46:00+00:00,15,NY,BUY,LOSS,-4.058889123222275,5
ma_trend_perfect,2025-12-31 16:31:00+00:00,16,NY,BUY,LOSS,-3.7470931073916516,34
ma_trend_perfect,2026-01-02 08:00:00+00:00,8,London,BUY,LOSS,-3.0247283879096356,1
ma_trend_perfect,2026-01-02 08:40:00+00:00,8,London,BUY,LOSS,-3.507357547075162,1
ma_trend_perfect,2026-01-05 01:22:00+00:00,1,Tokyo,BUY,WIN,5.055952589945446,4
ma_trend_perfect,2026-01-05 02:20:00+00:00,2,Tokyo,BUY,WIN,5.584408187477675,3
ma_trend_perfect,2026-01-05 06:03:00+00:00,6,Tokyo,BUY,LOSS,-3.5204229451143645,8
ma_trend_perfect,2026-01-06 18:20:00+00:00,18,NY,BUY,WIN,2.686628435641137,10
ma_trend_perfect,2026-01-09 05:00:00+00:00,5,Tokyo,BUY,WIN,2.5508646701818636,3
ma_trend_perfect,2026-01-09 10:30:00+00:00,10,London,BUY,LOSS,-3.1822597089463214,6
ma_trend_perfect,2026-01-09 12:15:00+00:00,12,London,BUY,WIN,2.907538556579948,4
ma_trend_perfect,2026-01-09 14:11:00+00:00,14,NY,BUY,WIN,15.61637958814499,1
ma_trend_perfect,2026-01-09 16:06:00+00:00,16,NY,BUY,WIN,9.693736272636055,4
ma_trend_perfect,2026-01-09 17:15:00+00:00,17,NY,BUY,WIN,4.69154230746467,3
ma_trend_perfect,2026-01-09 17:55:00+00:00,17,NY,BUY,LOSS,-3.2009708320107846,7
ma_trend_perfect,2026-01-12 05:05:00+00:00,5,Tokyo,BUY,WIN,2.999173345217355,2
ma_trend_perfect,2026-01-13 04:32:00+00:00,4,Tokyo,BUY,WIN,7.951549097115685,9
ma_trend_perfect,2026-01-13 05:25:00+00:00,5,Tokyo,BUY,WIN,4.421175048379223,16
ma_trend_perfect,2026-01-13 07:10:00+00:00,7,London,BUY,WIN,5.177691552243414,4
ma_trend_perfect,2026-01-13 07:46:00+00:00,7,London,BUY,WIN,4.166608586525467,4
ma_trend_perfect,2026-01-13 10:00:00+00:00,10,London,BUY,LOSS,-3.7123404752311897,21
ma_trend_perfect,2026-01-19 00:16:00+00:00,0,Tokyo,SELL,WIN,8.935014983340306,2
ma_trend_perfect,2026-01-19 21:26:00+00:00,21,Off,BUY,LOSS,-2.1805887786787705,9
ma_trend_perfect,2026-01-20 07:40:00+00:00,7,London,BUY,WIN,7.493184552030653,5
ma_trend_perfect,2026-01-20 11:21:00+00:00,11,London,SELL,WIN,4.738997994355555,20
ma_trend_perfect,2026-01-20 21:11:00+00:00,21,Off,BUY,LOSS,-2.746961789374768,15
ma_trend_perfect,2026-01-21 16:52:00+00:00,16,NY,BUY,LOSS,-5.264824803292799,23
ma_trend_perfect,2026-01-21 18:02:00+00:00,18,NY,BUY,WIN,2.971797939330668,2
ma_trend_perfect,2026-01-21 19:25:00+00:00,19,NY,BUY,LOSS,-3.0941173167822624,1
ma_trend_perfect,2026-01-21 21:00:00+00:00,21,Off,BUY,LOSS,-3.187644054766724,2
ma_trend_perfect,2026-01-21 23:20:00+00:00,23,Off,BUY,WIN,2.951432049733694,2
ma_trend_perfect,2026-01-22 07:41:00+00:00,7,London,BUY,LOSS,-3.739880052528565,1
ma_trend_perfect,2026-01-22 08:35:00+00:00,8,London,BUY,LOSS,-3.46662471608754,13
ma_trend_perfect,2026-01-23 16:16:00+00:00,16,NY,SELL,WIN,4.5593741914340855,2
ma_trend_perfect,2026-01-23 21:50:00+00:00,21,Off,SELL,WIN,8.149459268032455,7
ma_trend_perfect,2026-01-25 23:35:00+00:00,23,Off,SELL,LOSS,-7.585542025195923,1
ma_trend_perfect,2026-01-26 00:07:00+00:00,0,Tokyo,SELL,LOSS,-11.391095517261807,6
ma_trend_perfect,2026-01-26 03:21:00+00:00,3,Tokyo,SELL,WIN,7.598156485370123,3
ma_trend_perfect,2026-01-26 05:20:00+00:00,5,Tokyo,SELL,WIN,7.84064937411797,7
ma_trend_perfect,2026-01-26 06:42:00+00:00,6,Tokyo,SELL,WIN,7.061481486455091,3
ma_trend_perfect,2026-01-26 07:16:00+00:00,7,London,SELL,WIN,8.649373330789967,11
ma_trend_perfect,2026-01-26 08:10:00+00:00,8,London,SELL,WIN,12.883923471239722,3
ma_trend_perfect,2026-01-26 09:11:00+00:00,9,London,SELL,WIN,20.791364141653457,9
ma_trend_perfect,2026-01-26 10:15:00+00:00,10,London,SELL,WIN,8.400113958908673,4
ma_trend_perfect,2026-01-26 11:40:00+00:00,11,London,SELL,LOSS,-6.467970952126211,20
ma_trend_perfect,2026-01-27 14:55:00+00:00,14,NY,SELL,WIN,16.048765229650552,5
ma_trend_perfect,2026-01-27 16:01:00+00:00,16,NY,SELL,WIN,13.55655576145507,10
ma_trend_perfect,2026-01-27 16:55:00+00:00,16,NY,SELL,WIN,9.414894268335683,45
ma_trend_perfect,2026-01-27 19:50:00+00:00,19,NY,SELL,WIN,4.653466892362258,1
ma_trend_perfect,2026-01-27 20:44:00+00:00,20,NY,SELL,WIN,14.359919042346814,1
ma_trend_perfect,2026-01-27 22:56:00+00:00,22,Off,SELL,LOSS,-11.08761062112551,16
ma_trend_perfect,2026-02-01 23:41:00+00:00,23,Off,BUY,LOSS,-6.888321195318258,12
ma_trend_perfect,2026-02-02 00:40:00+00:00,0,Tokyo,BUY,WIN,7.975128973587698,6
ma_trend_perfect,2026-02-02 16:40:00+00:00,16,NY,BUY,WIN,6.684075641531263,6
ma_trend_perfect,2026-02-02 17:36:00+00:00,17,NY,BUY,LOSS,-4.794035513707672,9
ma_trend_perfect,2026-02-02 21:52:00+00:00,21,Off,BUY,LOSS,-2.6195516260362863,6
ma_trend_perfect,2026-02-02 22:30:00+00:00,22,Off,BUY,LOSS,-5.4828760866588935,1
ma_trend_perfect,2026-02-03 13:36:00+00:00,13,NY,BUY,LOSS,-3.6858853721487774,4
ma_trend_perfect,2026-02-04 04:35:00+00:00,4,Tokyo,BUY,WIN,3.5191900680284336,11
ma_trend_perfect,2026-02-04 05:40:00+00:00,5,Tokyo,BUY,LOSS,-2.895510985702731,3
ma_trend_perfect,2026-02-04 06:37:00+00:00,6,Tokyo,BUY,WIN,4.254921058479067,4
ma_trend_perfect,2026-02-04 09:15:00+00:00,9,London,BUY,WIN,3.935849148133298,12
ma_trend_perfect,2026-02-04 13:24:00+00:00,13,NY,BUY,LOSS,-5.528456297021921,18
ma_trend_perfect,2026-02-05 05:46:00+00:00,5,Tokyo,BUY,WIN,2.490305388256343,1
ma_trend_perfect,2026-02-05 06:21:00+00:00,6,Tokyo,BUY,LOSS,-5.11428388384063,24
ma_trend_perfect,2026-02-05 08:27:00+00:00,8,London,BUY,LOSS,-4.181775939004683,7
ma_trend_perfect,2026-02-05 09:10:00+00:00,9,London,BUY,WIN,5.122638421287729,4
ma_trend_perfect,2026-02-05 10:30:00+00:00,10,London,BUY,LOSS,-3.4427928947299504,7
ma_trend_perfect,2026-02-05 12:06:00+00:00,12,London,BUY,WIN,6.2355465527455864,14
ma_trend_perfect,2026-02-06 13:36:00+00:00,13,NY,BUY,WIN,4.170604466404893,3
ma_trend_perfect,2026-02-09 15:25:00+00:00,15,NY,SELL,LOSS,-5.67623785732012,3
ma_trend_perfect,2026-02-09 18:26:00+00:00,18,NY,SELL,WIN,4.8395848880981704,18
ma_trend_perfect,2026-02-09 22:00:00+00:00,22,Off,SELL,LOSS,-3.7586276023877643,6
ma_trend_perfect,2026-02-10 05:40:00+00:00,5,Tokyo,SELL,LOSS,-3.651228012096385,8
ma_trend_perfect,2026-02-10 07:00:00+00:00,7,London,SELL,WIN,6.149221066639666,4
ma_trend_perfect,2026-02-10 11:15:00+00:00,11,London,SELL,LOSS,-4.369025888103283,2
ma_trend_perfect,2026-02-10 12:01:00+00:00,12,London,SELL,WIN,3.79398045596231,2
ma_trend_perfect,2026-02-10 12:55:00+00:00,12,London,SELL,WIN,6.732502731260138,3
ma_trend_perfect,2026-02-10 17:10:00+00:00,17,NY,SELL,WIN,4.814513659000409,3
ma_trend_perfect,2026-02-10 19:41:00+00:00,19,NY,SELL,WIN,3.4946280358961532,7
ma_trend_perfect,2026-02-10 21:25:00+00:00,21,Off,SELL,LOSS,-2.4353237439432176,6
ma_trend_perfect,2026-02-10 22:02:00+00:00,22,Off,SELL,LOSS,-5.56819471854526,1
ma_trend_perfect,2026-02-11 00:16:00+00:00,0,Tokyo,SELL,WIN,3.8884737097997233,1
ma_trend_perfect,2026-02-11 06:50:00+00:00,6,Tokyo,SELL,WIN,7.696655865261005,4
ma_trend_perfect,2026-02-11 07:55:00+00:00,7,London,SELL,WIN,8.004202193365995,5
ma_trend_perfect,2026-02-11 08:40:00+00:00,8,London,SELL,LOSS,-5.14128337105335,25
ma_trend_perfect,2026-02-11 09:43:00+00:00,9,London,SELL,WIN,5.686448149618696,1
ma_trend_perfect,2026-02-11 10:21:00+00:00,10,London,SELL,LOSS,-4.00802874395838,2
ma_trend_perfect,2026-02-11 19:20:00+00:00,19,NY,SELL,LOSS,-4.786781922932891,8
ma_trend_perfect,2026-02-12 04:00:00+00:00,4,Tokyo,SELL,LOSS,-5.213573954280991,6
ma_trend_perfect,2026-02-12 17:15:00+00:00,17,NY,SELL,WIN,9.065414746349187,2
ma_trend_perfect,2026-02-12 22:30:00+00:00,22,Off,SELL,WIN,14.991956917175298,6
ma_trend_perfect,2026-02-12 23:30:00+00:00,23,Off,SELL,WIN,3.788565692054658,3
ma_trend_perfect,2026-02-13 15:20:00+00:00,15,NY,SELL,WIN,11.77646027332555,24
ma_trend_perfect,2026-02-13 16:20:00+00:00,16,NY,SELL,WIN,8.111306104371874,3
ma_trend_perfect,2026-02-13 18:25:00+00:00,18,NY,SELL,WIN,3.4786032671074283,19
