date,currency_pair,direction,amount_yen_billions,source_url
1996-02-21,USD/JPY,sell_JPY_buy_USD,110.2,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1996-02-22,USD/JPY,sell_JPY_buy_USD,94.5,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1996-02-23,USD/JPY,sell_JPY_buy_USD,231.0,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1996-02-27,USD/JPY,sell_JPY_buy_USD,729.7,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1997-11-03,USD/IDR,sell_USD_buy_IDR,39.0,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1997-11-05,USD/IDR,sell_USD_buy_IDR,11.0,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1997-11-06,USD/IDR,sell_USD_buy_IDR,16.6,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1997-11-17,USD/IDR,sell_USD_buy_IDR,2.3,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1997-11-18,USD/IDR,sell_USD_buy_IDR,0.4,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1997-12-17,USD/JPY,sell_USD_buy_JPY,280.4,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1997-12-18,USD/JPY,sell_USD_buy_JPY,76.4,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1997-12-19,USD/JPY,sell_USD_buy_JPY,702.3,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1998-04-09,USD/JPY,sell_USD_buy_JPY,195.7,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1998-04-10,USD/JPY,sell_USD_buy_JPY,2620.1,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1998-06-17,USD/JPY,sell_USD_buy_JPY,231.2,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1999-01-12,USD/JPY,sell_JPY_buy_USD,656.3,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1999-06-10,USD/JPY,sell_JPY_buy_USD,166.5,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1999-06-14,USD/JPY,sell_JPY_buy_USD,1405.9,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1999-06-18,EUR/JPY,sell_JPY_buy_EUR,437.9,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1999-06-21,USD/JPY,sell_JPY_buy_USD,927.2,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1999-06-21,EUR/JPY,sell_JPY_buy_EUR,101.7,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1999-07-05,USD/JPY,sell_JPY_buy_USD,783.7,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1999-07-20,USD/JPY,sell_JPY_buy_USD,179.2,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1999-07-21,USD/JPY,sell_JPY_buy_USD,405.2,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1999-09-10,USD/JPY,sell_JPY_buy_USD,640.1,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1999-09-14,USD/JPY,sell_JPY_buy_USD,379.4,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1999-11-29,USD/JPY,sell_JPY_buy_USD,724.4,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1999-11-29,EUR/JPY,sell_JPY_buy_EUR,52.7,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1999-11-30,USD/JPY,sell_JPY_buy_USD,410.4,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
1999-12-24,USD/JPY,sell_JPY_buy_USD,370.4,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2000-01-04,USD/JPY,sell_JPY_buy_USD,575.3,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2000-03-08,USD/JPY,sell_JPY_buy_USD,150.1,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2000-03-08,EUR/JPY,sell_JPY_buy_EUR,72.0,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2000-03-15,USD/JPY,sell_JPY_buy_USD,846.8,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2000-04-03,USD/JPY,sell_JPY_buy_USD,1385.4,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2000-09-22,EUR/JPY,sell_JPY_buy_EUR,143.5,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2001-09-17,USD/JPY,sell_JPY_buy_USD,495.5,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2001-09-19,USD/JPY,sell_JPY_buy_USD,377.4,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2001-09-21,USD/JPY,sell_JPY_buy_USD,1287.4,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2001-09-24,USD/JPY,sell_JPY_buy_USD,117.2,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2001-09-24,EUR/JPY,sell_JPY_buy_EUR,21.5,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2001-09-26,USD/JPY,sell_JPY_buy_USD,94.3,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2001-09-26,EUR/JPY,sell_JPY_buy_EUR,21.8,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2001-09-27,USD/JPY,sell_JPY_buy_USD,487.1,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2001-09-27,EUR/JPY,sell_JPY_buy_EUR,21.9,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2001-09-28,USD/JPY,sell_JPY_buy_USD,286.6,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2002-05-22,USD/JPY,sell_JPY_buy_USD,587.1,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2002-05-23,USD/JPY,sell_JPY_buy_USD,499.1,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2002-05-31,USD/JPY,sell_JPY_buy_USD,1031.2,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2002-06-04,USD/JPY,sell_JPY_buy_USD,372.7,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2002-06-24,USD/JPY,sell_JPY_buy_USD,429.0,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2002-06-26,USD/JPY,sell_JPY_buy_USD,568.7,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2002-06-28,USD/JPY,sell_JPY_buy_USD,504.6,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2002-06-28,EUR/JPY,sell_JPY_buy_EUR,23.8,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-01-15,USD/JPY,sell_JPY_buy_USD,8.3,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-01-16,USD/JPY,sell_JPY_buy_USD,57.0,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-01-17,USD/JPY,sell_JPY_buy_USD,137.6,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-01-20,USD/JPY,sell_JPY_buy_USD,5.9,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-01-23,USD/JPY,sell_JPY_buy_USD,99.0,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-01-24,USD/JPY,sell_JPY_buy_USD,148.4,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-01-27,USD/JPY,sell_JPY_buy_USD,206.6,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-01-29,USD/JPY,sell_JPY_buy_USD,15.3,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-02-24,USD/JPY,sell_JPY_buy_USD,92.7,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-02-24,EUR/JPY,sell_JPY_buy_EUR,6.6,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-02-25,USD/JPY,sell_JPY_buy_USD,317.8,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-02-25,EUR/JPY,sell_JPY_buy_EUR,56.2,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-02-26,USD/JPY,sell_JPY_buy_USD,25.8,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-02-26,EUR/JPY,sell_JPY_buy_EUR,13.7,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-02-27,USD/JPY,sell_JPY_buy_USD,361.5,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-02-28,USD/JPY,sell_JPY_buy_USD,263.6,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-02-28,EUR/JPY,sell_JPY_buy_EUR,4.5,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-03-03,USD/JPY,sell_JPY_buy_USD,215.5,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-03-03,EUR/JPY,sell_JPY_buy_EUR,4.7,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-03-04,USD/JPY,sell_JPY_buy_USD,92.8,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-03-04,EUR/JPY,sell_JPY_buy_EUR,1.3,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-03-07,USD/JPY,sell_JPY_buy_USD,243.1,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-03-07,EUR/JPY,sell_JPY_buy_EUR,8.6,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-03-10,USD/JPY,sell_JPY_buy_USD,0.4,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-05-08,USD/JPY,sell_JPY_buy_USD,691.4,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-05-08,EUR/JPY,sell_JPY_buy_EUR,5.3,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-05-09,USD/JPY,sell_JPY_buy_USD,216.6,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-05-09,EUR/JPY,sell_JPY_buy_EUR,77.6,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-05-12,USD/JPY,sell_JPY_buy_USD,330.2,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-05-13,USD/JPY,sell_JPY_buy_USD,303.7,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-05-14,USD/JPY,sell_JPY_buy_USD,397.1,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-05-15,USD/JPY,sell_JPY_buy_USD,225.7,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-05-16,USD/JPY,sell_JPY_buy_USD,69.8,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-05-19,USD/JPY,sell_JPY_buy_USD,1040.1,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-05-20,USD/JPY,sell_JPY_buy_USD,228.3,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-05-21,USD/JPY,sell_JPY_buy_USD,288.2,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-05-27,USD/JPY,sell_JPY_buy_USD,108.6,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-06-05,USD/JPY,sell_JPY_buy_USD,12.6,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-06-06,USD/JPY,sell_JPY_buy_USD,150.2,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-06-12,USD/JPY,sell_JPY_buy_USD,7.0,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-06-13,USD/JPY,sell_JPY_buy_USD,86.9,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-06-16,USD/JPY,sell_JPY_buy_USD,146.4,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-06-23,USD/JPY,sell_JPY_buy_USD,17.7,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-06-25,USD/JPY,sell_JPY_buy_USD,208.1,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-07-03,USD/JPY,sell_JPY_buy_USD,150.8,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-07-07,USD/JPY,sell_JPY_buy_USD,234.0,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-07-08,USD/JPY,sell_JPY_buy_USD,222.1,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-07-09,USD/JPY,sell_JPY_buy_USD,23.6,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-07-10,USD/JPY,sell_JPY_buy_USD,174.4,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-07-11,USD/JPY,sell_JPY_buy_USD,41.2,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-07-14,USD/JPY,sell_JPY_buy_USD,361.8,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-07-15,USD/JPY,sell_JPY_buy_USD,646.6,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-07-16,USD/JPY,sell_JPY_buy_USD,172.6,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-08-29,USD/JPY,sell_JPY_buy_USD,412.4,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-09-02,USD/JPY,sell_JPY_buy_USD,273.3,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-09-04,USD/JPY,sell_JPY_buy_USD,705.5,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-09-05,USD/JPY,sell_JPY_buy_USD,395.3,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-09-08,USD/JPY,sell_JPY_buy_USD,223.1,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-09-09,USD/JPY,sell_JPY_buy_USD,263.3,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-09-10,USD/JPY,sell_JPY_buy_USD,543.6,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-09-11,USD/JPY,sell_JPY_buy_USD,487.2,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-09-12,USD/JPY,sell_JPY_buy_USD,1017.8,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-09-15,USD/JPY,sell_JPY_buy_USD,27.1,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-09-16,USD/JPY,sell_JPY_buy_USD,108.7,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-09-30,USD/JPY,sell_JPY_buy_USD,1066.7,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-10-01,USD/JPY,sell_JPY_buy_USD,299.8,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-10-02,USD/JPY,sell_JPY_buy_USD,333.2,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-10-07,USD/JPY,sell_JPY_buy_USD,283.1,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-10-09,USD/JPY,sell_JPY_buy_USD,344.6,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-10-10,USD/JPY,sell_JPY_buy_USD,54.9,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-10-13,USD/JPY,sell_JPY_buy_USD,140.4,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-10-14,USD/JPY,sell_JPY_buy_USD,31.0,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-10-28,USD/JPY,sell_JPY_buy_USD,10.8,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-10-29,USD/JPY,sell_JPY_buy_USD,158.5,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-10-30,USD/JPY,sell_JPY_buy_USD,12.4,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-11-10,USD/JPY,sell_JPY_buy_USD,366.5,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-11-11,USD/JPY,sell_JPY_buy_USD,142.5,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-11-14,USD/JPY,sell_JPY_buy_USD,3.8,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-11-18,USD/JPY,sell_JPY_buy_USD,21.6,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-11-19,USD/JPY,sell_JPY_buy_USD,948.7,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-11-20,USD/JPY,sell_JPY_buy_USD,104.0,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-11-21,USD/JPY,sell_JPY_buy_USD,0.1,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-12-08,USD/JPY,sell_JPY_buy_USD,87.6,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-12-09,USD/JPY,sell_JPY_buy_USD,291.4,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-12-10,USD/JPY,sell_JPY_buy_USD,1283.8,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-12-11,USD/JPY,sell_JPY_buy_USD,104.9,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-12-12,USD/JPY,sell_JPY_buy_USD,292.5,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-12-26,USD/JPY,sell_JPY_buy_USD,191.7,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-12-29,USD/JPY,sell_JPY_buy_USD,172.5,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-12-30,USD/JPY,sell_JPY_buy_USD,37.1,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2003-12-31,USD/JPY,sell_JPY_buy_USD,158.1,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-01-02,USD/JPY,sell_JPY_buy_USD,380.4,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-01-05,USD/JPY,sell_JPY_buy_USD,895.1,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-01-06,USD/JPY,sell_JPY_buy_USD,818.5,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-01-07,USD/JPY,sell_JPY_buy_USD,582.2,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-01-08,USD/JPY,sell_JPY_buy_USD,792.2,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-01-09,USD/JPY,sell_JPY_buy_USD,1666.4,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-01-12,USD/JPY,sell_JPY_buy_USD,57.1,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-01-13,USD/JPY,sell_JPY_buy_USD,188.2,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-01-14,USD/JPY,sell_JPY_buy_USD,207.1,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-01-15,USD/JPY,sell_JPY_buy_USD,162.3,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-01-16,USD/JPY,sell_JPY_buy_USD,438.6,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-01-22,USD/JPY,sell_JPY_buy_USD,24.3,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-01-23,USD/JPY,sell_JPY_buy_USD,157.5,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-01-26,USD/JPY,sell_JPY_buy_USD,2.1,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-01-27,USD/JPY,sell_JPY_buy_USD,188.1,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-01-28,USD/JPY,sell_JPY_buy_USD,226.4,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-01-29,USD/JPY,sell_JPY_buy_USD,11.2,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-01-30,USD/JPY,sell_JPY_buy_USD,23.8,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-02-02,USD/JPY,sell_JPY_buy_USD,251.2,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-02-03,USD/JPY,sell_JPY_buy_USD,889.3,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-02-04,USD/JPY,sell_JPY_buy_USD,88.4,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-02-06,USD/JPY,sell_JPY_buy_USD,109.0,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-02-09,USD/JPY,sell_JPY_buy_USD,3.0,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-02-10,USD/JPY,sell_JPY_buy_USD,116.0,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-02-11,USD/JPY,sell_JPY_buy_USD,402.1,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-02-12,USD/JPY,sell_JPY_buy_USD,133.6,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-02-13,USD/JPY,sell_JPY_buy_USD,386.3,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-02-16,USD/JPY,sell_JPY_buy_USD,84.2,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-02-17,USD/JPY,sell_JPY_buy_USD,158.4,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-02-18,USD/JPY,sell_JPY_buy_USD,241.0,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-02-19,USD/JPY,sell_JPY_buy_USD,100.0,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-02-20,USD/JPY,sell_JPY_buy_USD,10.7,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-02-23,USD/JPY,sell_JPY_buy_USD,118.1,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-02-24,USD/JPY,sell_JPY_buy_USD,121.1,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-02-25,USD/JPY,sell_JPY_buy_USD,94.7,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-02-27,USD/JPY,sell_JPY_buy_USD,169.5,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-03-01,USD/JPY,sell_JPY_buy_USD,149.3,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-03-02,USD/JPY,sell_JPY_buy_USD,421.9,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-03-03,USD/JPY,sell_JPY_buy_USD,79.9,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
2004-03-04,USD/JPY,sell_JPY_buy_USD,197.4,https://www.mof.go.jp/policy/international_policy/reference/feio/foreign_exchange_intervention_operations.csv
