date,minister,source,max_level,n_fx_blocks,no_comment,matched_phrases,url
2024-06-11,鈴木,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20240611.html
2024-06-14,鈴木,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20240614.html
2024-06-18,鈴木,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20240618.html
2024-06-21,鈴木,online,2,1,0,L2:過度の変動,https://www.mof.go.jp/public_relations/conference/my20240621.html
2024-06-25,鈴木,online,3,4,1,L1:注視;L2:一方的な変動/急激な変動/過度な変動;L3:必要な対応/適切な対応,https://www.mof.go.jp/public_relations/conference/my20240625.html
2024-06-28,鈴木,online,3,3,1,L1:注視;L2:緊張感/過度な変動;L3:適切な対応,https://www.mof.go.jp/public_relations/conference/my20240628.html
2024-07-02,鈴木,online,3,6,1,L3:投機,https://www.mof.go.jp/public_relations/conference/my20240702.html
2024-07-05,鈴木,online,2,2,1,L2:緊張感,https://www.mof.go.jp/public_relations/conference/my20240705.html
2024-07-09,鈴木,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20240709.html
2024-07-12,鈴木,online,2,2,0,L2:一方的な動き,https://www.mof.go.jp/public_relations/conference/my20240712.html
2024-07-19,鈴木,online,0,2,0,,https://www.mof.go.jp/public_relations/conference/my20240719.html
2024-07-24,鈴木,online,0,1,0,,https://www.mof.go.jp/public_relations/conference/my20240724.html
2024-07-26,鈴木,online,2,2,0,L2:過度な変動,https://www.mof.go.jp/public_relations/conference/my20240726.html
2024-07-29,鈴木,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20240729.html
2024-08-02,鈴木,online,3,4,0,L1:注視;L2:急激な変動/緊張感;L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20240802.html
2024-08-08,鈴木,online,0,2,0,,https://www.mof.go.jp/public_relations/conference/my20240808.html
2024-08-15,鈴木,online,0,1,0,,https://www.mof.go.jp/public_relations/conference/my20240815.html
2024-08-27,鈴木,online,1,1,0,L1:注視,https://www.mof.go.jp/public_relations/conference/my20240827.html
2024-08-27,鈴木,online,1,1,0,L1:注視,https://www.mof.go.jp/public_relations/conference/my20240827.html
2024-08-27,鈴木,online,1,1,0,L1:注視,https://www.mof.go.jp/public_relations/conference/my20240827.html
2024-08-27,鈴木,online,1,1,0,L1:注視,https://www.mof.go.jp/public_relations/conference/my20240827.html
2024-08-27,鈴木,online,1,1,0,L1:注視,https://www.mof.go.jp/public_relations/conference/my20240827.html
2024-08-27,鈴木,online,1,1,0,L1:注視,https://www.mof.go.jp/public_relations/conference/my20240827.html
2024-08-30,鈴木,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20240830.html
2024-09-03,鈴木,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20240903.html
2024-09-06,鈴木,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20240906.html
2024-09-10,鈴木,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20240910.html
2024-09-13,鈴木,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20240913.html
2024-09-17,鈴木,online,3,2,0,L3:適切な対応,https://www.mof.go.jp/public_relations/conference/my20240917.html
2024-09-20,鈴木,online,1,1,0,L1:注視,https://www.mof.go.jp/public_relations/conference/my20240920.html
2024-09-24,鈴木,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20240924.html
2024-09-27,鈴木,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20240927.html
2024-10-01,鈴木,online,5,2,0,L3:投機;L5:介入を行う,https://www.mof.go.jp/public_relations/conference/my20241001.html
2024-10-02,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20241002.html
2024-10-03,加藤,online,3,3,1,L1:注視;L2:緊張感;L3:投機的,https://www.mof.go.jp/public_relations/conference/my20241003.html
2024-10-04,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20241004.html
2024-10-08,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20241008.html
2024-10-11,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20241011.html
2024-10-23,加藤,online,3,2,0,L1:注視;L2:緊張感;L3:投機的,https://www.mof.go.jp/public_relations/conference/my20241023.html
2024-10-24,加藤,online,3,1,0,L2:過度な変動;L3:投機,https://www.mof.go.jp/public_relations/conference/my20241024.html
2024-10-25,加藤,online,3,1,0,L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20241025.html
2024-10-25,加藤,online,3,1,0,L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20241025.html
2024-10-25,加藤,online,3,1,0,L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20241025.html
2024-10-25,加藤,online,3,1,0,L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20241025.html
2024-10-25,加藤,online,3,1,0,L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20241025.html
2024-10-25,加藤,online,3,1,0,L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20241025.html
2024-10-25,加藤,online,3,1,0,L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20241025.html
2024-10-25,加藤,online,3,1,0,L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20241025.html
2024-10-25,加藤,online,3,1,0,L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20241025.html
2024-10-25,加藤,online,3,1,0,L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20241025.html
2024-10-25,加藤,online,3,1,0,L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20241025.html
2024-10-25,加藤,online,3,1,0,L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20241025.html
2024-10-25,加藤,online,3,1,0,L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20241025.html
2024-10-25,加藤,online,3,1,0,L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20241025.html
2024-10-25,加藤,online,3,1,0,L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20241025.html
2024-10-25,加藤,online,3,1,0,L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20241025.html
2024-10-25,加藤,online,3,1,0,L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20241025.html
2024-10-25,加藤,online,3,1,0,L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20241025.html
2024-10-25,加藤,online,3,1,0,L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20241025.html
2024-10-25,加藤,online,3,1,0,L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20241025.html
2024-10-29,加藤,online,3,1,0,L1:注視;L2:緊張感;L3:投機的,https://www.mof.go.jp/public_relations/conference/my20241029.html
2024-11-01,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20241101.html
2024-11-05,加藤,online,0,1,0,,https://www.mof.go.jp/public_relations/conference/my20241105.html
2024-11-08,加藤,online,3,1,0,L1:注視;L2:緊張感/行き過ぎた動き;L3:投機的/適切な対応,https://www.mof.go.jp/public_relations/conference/my20241108.html
2024-11-11,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20241111.html
2024-11-12,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20241112.html
2024-11-15,加藤,online,3,1,0,L1:注視;L2:緊張感/行き過ぎた動き;L3:投機的/適切な対応,https://www.mof.go.jp/public_relations/conference/my20241115.html
2024-11-19,加藤,online,3,1,0,L1:注視;L2:緊張感/行き過ぎた動き;L3:投機的/適切な対応,https://www.mof.go.jp/public_relations/conference/my20241119.html
2024-11-22,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20241122.html
2024-11-29,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20241129.html
2024-12-03,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20241203.html
2024-12-06,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20241206.html
2024-12-10,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20241210.html
2024-12-13,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20241213.html
2024-12-17,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20241217.html
2024-12-20,加藤,online,3,1,0,L2:憂慮/行き過ぎた動き;L3:投機的/適切な対応,https://www.mof.go.jp/public_relations/conference/my20241220.html
2024-12-24,加藤,online,3,1,0,L2:憂慮/行き過ぎた動き;L3:投機的/適切な対応,https://www.mof.go.jp/public_relations/conference/my20241224.html
2024-12-27,加藤,online,3,2,0,L2:憂慮/行き過ぎた動き;L3:投機的/適切な対応/適切に対応,https://www.mof.go.jp/public_relations/conference/my20241227.html
2025-01-07,加藤,online,3,1,0,L2:憂慮/行き過ぎた動き;L3:投機的/適切な対応,https://www.mof.go.jp/public_relations/conference/my20250107.html
2025-01-14,加藤,online,0,1,0,,https://www.mof.go.jp/public_relations/conference/my20250114.html
2025-01-17,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250117.html
2025-01-21,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250121.html
2025-01-24,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250124.html
2025-01-28,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250128.html
2025-01-29,加藤,online,0,3,0,,https://www.mof.go.jp/public_relations/conference/my20250129.html
2025-01-31,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250131.html
2025-02-04,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250204.html
2025-02-07,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250207.html
2025-02-12,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250212.html
2025-02-14,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250214.html
2025-02-18,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250218.html
2025-02-21,加藤,online,0,1,1,,https://www.mof.go.jp/public_relations/conference/my20250221.html
2025-02-25,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250225.html
2025-02-27,,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250227.html
2025-02-28,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250228.html
2025-03-04,加藤,online,0,1,1,,https://www.mof.go.jp/public_relations/conference/my20250304.html
2025-03-07,加藤,online,3,1,0,L2:憂慮/行き過ぎた動き;L3:投機的/適切な対応,https://www.mof.go.jp/public_relations/conference/my20250307.html
2025-03-11,加藤,online,0,1,0,,https://www.mof.go.jp/public_relations/conference/my20250311.html
2025-03-14,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250314.html
2025-03-17,加藤,online,0,1,0,,https://www.mof.go.jp/public_relations/conference/my20250317.html
2025-03-18,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250318.html
2025-03-21,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250321.html
2025-03-25,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250325.html
2025-03-28,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250328.html
2025-03-31,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250331.html
2025-04-01,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250401.html
2025-04-04,加藤,online,3,2,1,L3:必要な対応,https://www.mof.go.jp/public_relations/conference/my20250404.html
2025-04-07,加藤,online,0,1,0,,https://www.mof.go.jp/public_relations/conference/my20250407.html
2025-04-08,加藤,online,0,1,0,,https://www.mof.go.jp/public_relations/conference/my20250408.html
2025-04-11,加藤,online,2,1,0,L2:過度の変動,https://www.mof.go.jp/public_relations/conference/my20250411.html
2025-04-15,加藤,online,2,1,0,L2:過度の変動,https://www.mof.go.jp/public_relations/conference/my20250415.html
2025-04-18,加藤,online,0,2,0,,https://www.mof.go.jp/public_relations/conference/my20250418.html
2025-04-22,加藤,online,3,1,0,L3:適切な対応,https://www.mof.go.jp/public_relations/conference/my20250422.html
2025-04-23,加藤,online,3,3,0,L1:注視;L2:過度な変動;L3:必要な対応,https://www.mof.go.jp/public_relations/conference/my20250423.html
2025-04-24,加藤,online,2,1,0,L1:注視;L2:過度な変動,https://www.mof.go.jp/public_relations/conference/my20250424.html
2025-05-04,加藤,online,3,1,0,L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20250504.html
2025-05-05,加藤,online,0,2,0,,https://www.mof.go.jp/public_relations/conference/my20250505.html
2025-05-09,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250509.html
2025-05-13,加藤,online,3,3,0,L1:注視;L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20250513.html
2025-05-16,加藤,online,2,1,0,L2:過度な変動,https://www.mof.go.jp/public_relations/conference/my20250516.html
2025-05-20,加藤,online,2,5,0,L1:注視;L2:過度な変動,https://www.mof.go.jp/public_relations/conference/my20250520.html
2025-05-21,加藤,online,2,5,0,L2:過度の変動,https://www.mof.go.jp/public_relations/conference/my20250521.html
2025-05-22,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250522.html
2025-05-22,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250522.html
2025-05-22,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250522.html
2025-05-22,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250522.html
2025-05-22,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250522.html
2025-05-22,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250522.html
2025-05-22,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250522.html
2025-05-22,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250522.html
2025-05-22,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250522.html
2025-05-22,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250522.html
2025-05-22,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250522.html
2025-05-22,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250522.html
2025-05-22,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250522.html
2025-05-27,加藤,online,0,1,0,,https://www.mof.go.jp/public_relations/conference/my20250527.html
2025-05-30,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250530.html
2025-06-03,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250603.html
2025-06-06,加藤,online,0,1,1,,https://www.mof.go.jp/public_relations/conference/my20250606.html
2025-06-10,加藤,online,0,1,0,,https://www.mof.go.jp/public_relations/conference/my20250610.html
2025-06-11,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250611.html
2025-06-13,加藤,online,0,1,1,,https://www.mof.go.jp/public_relations/conference/my20250613.html
2025-06-17,加藤,online,1,2,0,L1:注視,https://www.mof.go.jp/public_relations/conference/my20250617.html
2025-06-20,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250620.html
2025-06-24,加藤,online,0,1,0,,https://www.mof.go.jp/public_relations/conference/my20250624.html
2025-06-27,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250627.html
2025-07-01,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250701.html
2025-07-15,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250715.html
2025-07-17,加藤,online,3,2,0,L2:過度な変動;L3:投機,https://www.mof.go.jp/public_relations/conference/my20250717.html
2025-07-18,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250718.html
2025-07-22,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250722.html
2025-07-29,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250729.html
2025-08-01,加藤,online,3,1,0,L2:憂慮;L3:投機的,https://www.mof.go.jp/public_relations/conference/my20250801.html
2025-08-05,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250805.html
2025-08-08,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250808.html
2025-08-15,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250815.html
2025-08-26,加藤,online,3,1,0,L2:憂慮/望ましくない/過度な変動;L3:投機的,https://www.mof.go.jp/public_relations/conference/my20250826.html
2025-08-29,加藤,online,0,1,0,,https://www.mof.go.jp/public_relations/conference/my20250829.html
2025-09-02,加藤,online,1,1,0,L1:注視,https://www.mof.go.jp/public_relations/conference/my20250902.html
2025-09-05,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250905.html
2025-09-08,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250908.html
2025-09-09,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250909.html
2025-09-16,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250916.html
2025-09-19,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250919.html
2025-09-26,加藤,online,0,1,1,,https://www.mof.go.jp/public_relations/conference/my20250926.html
2025-09-30,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20250930.html
2025-10-01,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20251001.html
2025-10-03,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20251003.html
2025-10-07,加藤,online,2,2,0,L2:過度な変動,https://www.mof.go.jp/public_relations/conference/my20251007.html
2025-10-08,加藤,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20251008.html
2025-10-10,加藤,online,2,5,1,L1:注視;L2:過度な変動,https://www.mof.go.jp/public_relations/conference/my20251010.html
2025-10-14,加藤,online,2,2,0,L1:注視;L2:過度な変動,https://www.mof.go.jp/public_relations/conference/my20251014.html
2025-10-15,加藤,online,2,4,0,L1:注視;L2:過度な変動,https://www.mof.go.jp/public_relations/conference/my20251015.html
2025-10-16,三村(財務官),online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20251016.html
2025-10-21,加藤,online,0,2,0,,https://www.mof.go.jp/public_relations/conference/my20251021.html
2025-10-22,片山,online,0,2,1,,https://www.mof.go.jp/public_relations/conference/my20251022.html
2025-10-23,,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20251023.html
2025-10-24,片山,online,0,1,0,,https://www.mof.go.jp/public_relations/conference/my20251024.html
2025-10-27,片山,online,0,1,0,,https://www.mof.go.jp/public_relations/conference/my20251027.html
2025-10-28,片山,online,0,2,0,,https://www.mof.go.jp/public_relations/conference/my20251028.html
2025-10-31,片山,online,3,2,0,L2:緊張感/過度な変動;L3:投機的,https://www.mof.go.jp/public_relations/conference/my20251031.html
2025-11-04,片山,online,2,1,0,L2:緊張感,https://www.mof.go.jp/public_relations/conference/my20251104.html
2025-11-07,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20251107.html
2025-11-11,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20251111.html
2025-11-14,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20251114.html
2025-11-18,片山,online,3,3,0,L1:注視;L2:憂慮/緊張感/過度な変動;L3:投機的,https://www.mof.go.jp/public_relations/conference/my20251118.html
2025-11-19,片山,online,2,2,1,L1:注視;L2:緊張感,https://www.mof.go.jp/public_relations/conference/my20251119.html
2025-11-25,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20251125.html
2025-11-28,片山,online,0,2,1,,https://www.mof.go.jp/public_relations/conference/my20251128.html
2025-12-02,片山,online,1,3,0,L1:注視,https://www.mof.go.jp/public_relations/conference/my20251202.html
2025-12-05,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20251205.html
2025-12-08,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20251208.html
2025-12-09,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20251209.html
2025-12-12,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20251212.html
2025-12-16,片山,online,3,1,0,L3:投機的,https://www.mof.go.jp/public_relations/conference/my20251216.html
2025-12-17,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20251217.html
2025-12-19,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20251219.html
2025-12-23,片山,online,3,2,0,L2:行き過ぎた動き;L3:投機的な動き,https://www.mof.go.jp/public_relations/conference/my20251223.html
2025-12-26,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20251226.html
2026-01-09,片山,online,0,1,0,,https://www.mof.go.jp/public_relations/conference/my20260109.html
2026-01-12,片山,online,2,1,0,L2:憂慮,https://www.mof.go.jp/public_relations/conference/my20260112.html
2026-01-16,片山,online,4,4,0,L2:憂慮;L4:断固,https://www.mof.go.jp/public_relations/conference/my20260116.html
2026-01-23,片山,online,2,1,0,L1:注視;L2:緊張感,https://www.mof.go.jp/public_relations/conference/my20260123.html
2026-01-27,片山,online,3,3,1,L3:適切な対応,https://www.mof.go.jp/public_relations/conference/my20260127.html
2026-02-03,片山,online,3,5,1,L3:適切な対応,https://www.mof.go.jp/public_relations/conference/my20260203.html
2026-02-10,片山,online,0,1,0,,https://www.mof.go.jp/public_relations/conference/my20260210.html
2026-02-13,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20260213.html
2026-02-18,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20260218.html
2026-02-20,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20260220.html
2026-02-24,片山,online,0,1,1,,https://www.mof.go.jp/public_relations/conference/my20260224.html
2026-02-27,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20260227.html
2026-03-03,片山,online,3,3,0,L1:注視;L2:緊張感;L3:万全の対応/必要な対応,https://www.mof.go.jp/public_relations/conference/my20260303.html
2026-03-06,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20260306.html
2026-03-09,片山,online,3,2,0,L1:注視;L3:必要な対応,https://www.mof.go.jp/public_relations/conference/my20260309.html
2026-03-10,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20260310.html
2026-03-13,片山,online,3,6,1,L3:万全の対応/投機的,https://www.mof.go.jp/public_relations/conference/my20260313.html
2026-03-14,片山,online,3,2,0,L1:注視;L3:万全の対応,https://www.mof.go.jp/public_relations/conference/my20260314.html
2026-03-17,片山,online,4,1,0,L3:万全の対応;L4:断固,https://www.mof.go.jp/public_relations/conference/my20260317.html
2026-03-19,片山,online,3,3,0,L1:注視;L2:緊張感;L3:万全の対応/投機/投機的,https://www.mof.go.jp/public_relations/conference/my20260319.html
2026-03-24,片山,online,3,1,0,L3:万全の対応/投機的な動き,https://www.mof.go.jp/public_relations/conference/my20260324.html
2026-03-27,片山,online,4,1,0,L2:緊張感;L3:投機的な動き;L4:断固,https://www.mof.go.jp/public_relations/conference/my20260327.html
2026-03-30,片山,online,3,4,0,L1:注視;L2:緊張感;L3:投機/投機的,https://www.mof.go.jp/public_relations/conference/my20260330.html
2026-03-31,片山,online,4,1,1,L3:万全の対応/投機的;L4:断固,https://www.mof.go.jp/public_relations/conference/my20260331.html
2026-04-03,片山,online,4,1,1,L3:万全の対応/投機的な動き;L4:断固,https://www.mof.go.jp/public_relations/conference/my20260403.html
2026-04-07,片山,online,0,1,0,,https://www.mof.go.jp/public_relations/conference/my20260407.html
2026-04-10,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20260410.html
2026-04-14,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20260414.html
2026-04-15,片山,online,2,1,0,L1:注視;L2:緊張感,https://www.mof.go.jp/public_relations/conference/my20260415.html
2026-04-16,片山,online,2,1,0,L1:注視;L2:緊張感,https://www.mof.go.jp/public_relations/conference/my20260416.html
2026-04-17,片山,online,3,2,0,L3:投機的な動き,https://www.mof.go.jp/public_relations/conference/my20260417.html
2026-04-21,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20260421.html
2026-04-22,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20260422.html
2026-04-23,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20260423.html
2026-04-24,片山,online,4,2,0,L3:投機的/投機的な動き;L4:断固,https://www.mof.go.jp/public_relations/conference/my20260424.html
2026-04-28,片山,online,4,3,0,L3:投機的な動き/適切に対応;L4:断固,https://www.mof.go.jp/public_relations/conference/my20260428.html
2026-05-03,,online,0,1,0,,https://www.mof.go.jp/public_relations/conference/my20260503.html
2026-05-04,片山,online,4,1,0,L3:投機的な動き;L4:断固,https://www.mof.go.jp/public_relations/conference/my20260504.html
2026-05-12,片山,online,0,5,0,,https://www.mof.go.jp/public_relations/conference/my20260512.html
2026-05-15,片山,online,1,2,0,L1:注視,https://www.mof.go.jp/public_relations/conference/my20260515.html
2026-05-18,片山,online,3,3,0,L1:注視;L3:投機/投機的/投機的な動き/適切に対応,https://www.mof.go.jp/public_relations/conference/my20260518.html
2026-05-19,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20260519.html
2026-05-22,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20260522.html
2026-05-26,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20260526.html
2026-05-29,片山,online,4,1,0,L3:投機;L4:断固,https://www.mof.go.jp/public_relations/conference/my20260529.html
2026-06-02,片山,online,3,2,1,L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20260602.html
2026-06-03,片山,online,3,3,1,L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20260603.html
2026-06-05,片山,online,3,1,1,L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20260605.html
2026-06-09,片山,online,4,1,0,L4:断固,https://www.mof.go.jp/public_relations/conference/my20260609.html
2026-06-12,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20260612.html
2026-06-16,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20260616.html
2026-06-19,片山,online,4,5,0,L3:投機的な動き;L4:断固,https://www.mof.go.jp/public_relations/conference/my20260619.html
2026-06-22,片山,online,3,1,1,L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20260622.html
2026-06-24,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20260624.html
2026-06-26,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20260626.html
2026-06-30,片山,online,4,2,1,L3:適切に対応;L4:断固,https://www.mof.go.jp/public_relations/conference/my20260630.html
2026-07-03,片山,online,3,3,0,L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20260703.html
2026-07-07,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20260707.html
2026-07-10,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20260710.html
2026-07-14,片山,online,0,1,0,,https://www.mof.go.jp/public_relations/conference/my20260714.html
2026-07-17,片山,online,0,1,1,,https://www.mof.go.jp/public_relations/conference/my20260717.html
2026-07-21,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20260721.html
2026-07-24,片山,online,4,4,0,L2:望ましくない/過度な変動;L3:適切に対応;L4:断固,https://www.mof.go.jp/public_relations/conference/my20260724.html
2026-07-28,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20260728.html
2026-07-30,片山,online,0,0,0,,https://www.mof.go.jp/public_relations/conference/my20260730.html
2026-07-31,片山,online,3,3,1,L3:適切に対応,https://www.mof.go.jp/public_relations/conference/my20260731.html
