_is_range_tp_override,actual_sl_m,bar_idx,bars_held,entry_time,entry_type,ep,exec_lag_jitter,exit_friction_m,exit_reason,outcome,pair,pnl_m,sig,sl,sl_m,source_symbol,tp,tp_m,trade_id,dow_regime,v2_regime,confluence_score,confluence_confirmations,confluence_required,confluence_details
False,,6867,2,2025-08-08 05:30:00+00:00,streak_reversal,147.354,0.0,0.0863,tp_sl,WIN,USDJPY,2.7747,SELL,147.822,4.675000000000011,USDJPY=X,146.878,2.861,USDJPY-630,RANGING,no_go,MIXED,0,3,"{""components"": [{""component"": ""DXY"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""down"", ""lookback_h1_bars"": 5, ""primary_dir"": ""SELL"", ""primary_pair"": ""USD_JPY""}"
False,,6874,2,2025-08-08 07:15:00+00:00,ema200_trend_reversal,147.294,0.0,0.0575,tp_sl,WIN,USDJPY,1.0255,SELL,147.494,1.769911504424678,USDJPY=X,147.091,1.083,USDJPY-631,RANGING,no_go,MIXED,0,3,"{""components"": [{""component"": ""DXY"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""flat"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""down"", ""lookback_h1_bars"": 5, ""primary_dir"": ""SELL"", ""primary_pair"": ""USD_JPY""}"
False,2.157,6878,1,2025-08-08 08:15:00+00:00,ema200_trend_reversal,147.288,0.0,0.0537,tp_sl,LOSS,USDJPY,-2.2107,SELL,147.505,1.7975206611570342,USDJPY=X,147.066,1.833471074380076,USDJPY-632,RANGING,no_go,MIXED,0,3,"{""components"": [{""component"": ""DXY"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""down"", ""lookback_h1_bars"": 5, ""primary_dir"": ""SELL"", ""primary_pair"": ""USD_JPY""}"
True,,6881,3,2025-08-08 09:00:00+00:00,dt_bb_rsi_mr,147.582,0.0,0.0485,tp_sl,LOSS,USDJPY,-1.0485,SELL,147.715,0.9999999999998964,USDJPY=X,147.421,1.1999999999999609,USDJPY-633,RANGING,moderate_trend,MIXED,0,3,"{""components"": [{""component"": ""DXY"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""down"", ""lookback_h1_bars"": 5, ""primary_dir"": ""SELL"", ""primary_pair"": ""USD_JPY""}"
False,,6896,10,2025-08-08 12:45:00+00:00,xs_momentum,147.846,0.0,0.0551,tp_sl,LOSS,USDJPY,-1.721767,BUY,147.65,1.666666666666596,USDJPY=X,148.047,1.6999999999998316,USDJPY-634,RANGING,no_go,WEAK,2,3,"{""components"": [{""component"": ""DXY"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD""}, {""component"": ""EUR_USD"", ""confirms"": true, ""expected"": ""down"", ""observed"": ""down"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,6908,2,2025-08-08 15:45:00+00:00,london_fix_reversal,147.711,0.0,0.0541,tp_sl,WIN,USDJPY,0.7109,BUY,147.566,1.2500000000000882,USDJPY=X,147.859,0.765,USDJPY-635,CHOP,no_go,MIXED,0,3,"{""components"": [{""component"": ""DXY"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""up"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,6912,12,2025-08-08 16:45:00+00:00,london_fix_reversal,147.743,0.0,0.0615,tp_sl,LOSS,USDJPY,-1.3115,BUY,147.606,1.249999999999906,USDJPY=X,147.882,1.2749999999998889,USDJPY-636,CHOP,no_go,MIXED,0,3,"{""components"": [{""component"": ""DXY"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""up"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,6942,5,2025-08-11 00:30:00+00:00,session_time_bias,147.724,0.0,0.1417,tp_sl,LOSS,USDJPY,-2.008367,BUY,147.556,1.8666666666667375,USDJPY=X,147.904,2.000000000000076,USDJPY-637,CHOP,no_go,MIXED,0,3,"{""components"": [{""component"": ""DXY"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""up"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,6960,7,2025-08-11 05:00:00+00:00,session_time_bias,147.516,0.0,0.125,tp_sl,WIN,USDJPY,1.889493,BUY,147.4,1.6787439613523658,USDJPY=X,147.655,2.014492753622921,USDJPY-638,RANGING,no_go,MIXED,0,3,"{""components"": [{""component"": ""DXY"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""up"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,2.0,6969,1,2025-08-11 07:15:00+00:00,intraday_seasonality,147.584,0.0,0.0985,tp_sl,LOSS,USDJPY,-2.0985,BUY,147.474,1.6666666666668732,USDJPY=X,147.697,1.7000000000000213,USDJPY-639,CHOP,no_go,WEAK,2,3,"{""components"": [{""component"": ""DXY"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD""}, {""component"": ""EUR_USD"", ""confirms"": true, ""expected"": ""down"", ""observed"": ""down"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
True,,6973,1,2025-08-11 08:15:00+00:00,dt_bb_rsi_mr,147.415,0.0,0.0813,tp_sl,WIN,USDJPY,0.84995,BUY,147.353,0.7760416666670267,USDJPY=X,147.49,0.931250000000361,USDJPY-640,CHOP,moderate_trend,WEAK,2,3,"{""components"": [{""component"": ""DXY"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD""}, {""component"": ""EUR_USD"", ""confirms"": true, ""expected"": ""down"", ""observed"": ""down"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,6980,4,2025-08-11 10:00:00+00:00,sr_anti_hunt_bounce,147.719,0.0,0.0823,tp_sl,WIN,USDJPY,6.9347,BUY,146.814,11.4662447257384,USDJPY=X,148.643,7.017,USDJPY-641,RANGING,no_go,WEAK,2,3,"{""components"": [{""component"": ""DXY"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD""}, {""component"": ""EUR_USD"", ""confirms"": true, ""expected"": ""down"", ""observed"": ""down"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,6988,7,2025-08-11 12:00:00+00:00,xs_momentum,147.92,0.0,0.0774,tp_sl,WIN,USDJPY,0.9366,BUY,147.781,1.6567460317462166,USDJPY=X,148.062,1.014,USDJPY-642,RANGING,no_go,WEAK,2,3,"{""components"": [{""component"": ""DXY"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD""}, {""component"": ""EUR_USD"", ""confirms"": true, ""expected"": ""down"", ""observed"": ""down"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,6997,3,2025-08-11 14:15:00+00:00,xs_momentum,148.016,0.0,0.0675,tp_sl,WIN,USDJPY,0.9525,BUY,147.861,1.666666666666679,USDJPY=X,148.174,1.02,USDJPY-643,CHOP,no_go,WEAK,2,3,"{""components"": [{""component"": ""DXY"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD""}, {""component"": ""EUR_USD"", ""confirms"": true, ""expected"": ""down"", ""observed"": ""down"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,7003,10,2025-08-11 15:45:00+00:00,xs_momentum,148.004,0.0,0.0668,tp_sl,WIN,USDJPY,0.9482,BUY,147.848,1.6578014184397205,USDJPY=X,148.163,1.015,USDJPY-644,RANGING,no_go,WEAK,2,3,"{""components"": [{""component"": ""DXY"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD""}, {""component"": ""EUR_USD"", ""confirms"": true, ""expected"": ""down"", ""observed"": ""down"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,7038,16,2025-08-12 00:30:00+00:00,session_time_bias,148.35,0.0,0.1614,tp_sl,WIN,USDJPY,1.0306,BUY,148.203,1.856118143460012,USDJPY=X,148.507,1.192,USDJPY-645,TRENDING,no_go,MIXED,0,3,"{""components"": [{""component"": ""DXY"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""up"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,7056,3,2025-08-12 05:00:00+00:00,streak_reversal,148.333,0.0,0.1092,tp_sl,WIN,USDJPY,1.1688,BUY,148.168,2.088607594936608,USDJPY=X,148.501,1.278,USDJPY-646,TRENDING,no_go,MIXED,0,3,"{""components"": [{""component"": ""DXY"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""flat"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,2.511,7062,7,2025-08-12 06:30:00+00:00,dual_sr_bounce,148.184,0.0,0.0958,tp_sl,LOSS,USDJPY,-2.6068,SELL,148.373,2.092592592592584,USDJPY=X,147.992,2.1344444444445623,USDJPY-647,TRENDING,no_go,MIXED,0,3,"{""components"": [{""component"": ""DXY"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""down"", ""lookback_h1_bars"": 5, ""primary_dir"": ""SELL"", ""primary_pair"": ""USD_JPY""}"
False,,7083,1,2025-08-12 11:45:00+00:00,streak_reversal,148.451,0.0,0.0929,tp_sl,WIN,USDJPY,2.8141,BUY,148.119,4.750000000000146,USDJPY=X,148.791,2.907,USDJPY-648,TRENDING,no_go,MIXED,1,3,"{""components"": [{""component"": ""DXY"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD""}, {""component"": ""EUR_USD"", ""confirms"": true, ""expected"": ""down"", ""observed"": ""down"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,7087,1,2025-08-12 12:45:00+00:00,streak_reversal,148.037,0.0,0.0533,tp_sl,WIN,USDJPY,2.1077,BUY,147.607,3.5314207650273723,USDJPY=X,148.477,2.161,USDJPY-649,CHOP,no_go,MIXED,0,3,"{""components"": [{""component"": ""DXY"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""up"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,4.038,7092,5,2025-08-12 14:00:00+00:00,liquidity_sweep,148.338,0.0,0.0343,tp_sl,LOSS,USDJPY,-4.0723,BUY,147.722,3.3652094717668946,USDJPY=X,148.966,3.4325136612022136,USDJPY-650,CHOP,no_go,MIXED,0,3,"{""components"": [{""component"": ""DXY"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""up"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
