_is_range_tp_override,actual_sl_m,bar_idx,bars_held,entry_time,entry_type,ep,exec_lag_jitter,exit_friction_m,exit_reason,outcome,pair,pnl_m,sig,sl,sl_m,source_symbol,tp,tp_m,trade_id,dow_regime,v2_regime,confluence_score,confluence_confirmations,confluence_required,confluence_details
False,,24143,6,2026-04-21 15:15:00+00:00,xs_momentum,159.415,0.0,0.0586,tp_sl,WIN,USDJPY,0.9664,BUY,159.236,1.674454828660507,USDJPY=X,159.598,1.025,USDJPY-2097,CHOP,moderate_trend,STRONG,3,3,"{""components"": [{""component"": ""DXY"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": true, ""expected"": ""down"", ""observed"": ""down"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,24152,1,2026-04-21 17:30:00+00:00,sr_fib_confluence,159.199,0.0,0.0643,tp_sl,WIN,USDJPY,1.0137,BUY,158.997,1.7608695652172726,USDJPY=X,159.406,1.078,USDJPY-2098,CHOP,no_go,STRONG,3,3,"{""components"": [{""component"": ""DXY"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": true, ""expected"": ""down"", ""observed"": ""down"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,24181,16,2026-04-22 00:45:00+00:00,session_time_bias,159.295,0.0,0.1118,tp_sl,WIN,USDJPY,1.4992,BUY,159.017,2.436842105263275,USDJPY=X,159.601,1.611,USDJPY-2099,RANGING,no_go,MIXED,0,3,"{""components"": [{""component"": ""DXY"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""up"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,24200,10,2026-04-22 05:30:00+00:00,session_time_bias,159.196,0.0,0.1065,tp_sl,WIN,USDJPY,1.0865,BUY,159.061,1.6563786008229422,USDJPY=X,159.357,1.193,USDJPY-2100,RANGING,no_go,MIXED,0,3,"{""components"": [{""component"": ""DXY"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""up"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,24221,7,2026-04-22 10:45:00+00:00,streak_reversal,159.231,0.0,0.0929,tp_sl,WIN,USDJPY,2.6321,BUY,158.92,4.452380952380963,USDJPY=X,159.549,2.725,USDJPY-2101,RANGING,no_go,MIXED,1,3,"{""components"": [{""component"": ""DXY"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""flat"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,24232,4,2026-04-22 13:30:00+00:00,streak_reversal,159.17,0.0,0.069,tp_sl,WIN,USDJPY,2.107374,BUY,158.976,2.133699633699567,USDJPY=X,159.368,2.176373626373571,USDJPY-2102,RANGING,no_go,STRONG,3,3,"{""components"": [{""component"": ""DXY"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": true, ""expected"": ""down"", ""observed"": ""down"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,24243,12,2026-04-22 16:15:00+00:00,xs_momentum,159.492,0.0,0.077,tp_sl,LOSS,USDJPY,-2.337536,BUY,159.295,2.2605363984673374,USDJPY=X,159.692,2.3057471264365534,USDJPY-2103,RANGING,no_go,STRONG,3,3,"{""components"": [{""component"": ""DXY"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": true, ""expected"": ""down"", ""observed"": ""down"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,24278,3,2026-04-23 01:00:00+00:00,session_time_bias,159.378,0.0,0.1275,tp_sl,WIN,USDJPY,1.0665,BUY,159.192,1.8583333333330645,USDJPY=X,159.577,1.194,USDJPY-2104,RANGING,moderate_trend,MIXED,0,3,"{""components"": [{""component"": ""DXY"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""up"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,24294,6,2026-04-23 05:00:00+00:00,session_time_bias,159.553,0.0,0.1182,tp_sl,WIN,USDJPY,1.5088,BUY,159.388,2.26027397260263,USDJPY=X,159.751,1.627,USDJPY-2105,RANGING,no_go,WEAK,2,3,"{""components"": [{""component"": ""DXY"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""flat"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,24306,7,2026-04-23 08:00:00+00:00,dual_sr_bounce,159.636,0.0,0.0956,tp_sl,WIN,USDJPY,1.1794,BUY,159.495,2.0833333333335284,USDJPY=X,159.781,1.275,USDJPY-2106,CHOP,no_go,MIXED,0,3,"{""components"": [{""component"": ""DXY"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""up"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,2.078,24317,3,2026-04-23 10:45:00+00:00,vol_spike_mr,159.712,0.0,0.1016,tp_sl,LOSS,USDJPY,-2.1796,BUY,159.602,1.7317708333335349,USDJPY=X,159.826,1.7664062500002409,USDJPY-2107,CHOP,no_go,STRONG,3,3,"{""components"": [{""component"": ""DXY"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": true, ""expected"": ""down"", ""observed"": ""down"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,24322,2,2026-04-23 12:00:00+00:00,vol_spike_mr,159.441,0.0,0.0823,tp_sl,WIN,USDJPY,1.445548,BUY,159.323,1.4978902953587263,USDJPY=X,159.562,1.5278481012658147,USDJPY-2108,CHOP,no_go,STRONG,3,3,"{""components"": [{""component"": ""DXY"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": true, ""expected"": ""down"", ""observed"": ""down"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
True,,24327,3,2026-04-23 13:15:00+00:00,dt_sr_channel_reversal,159.537,0.0,0.069,signal_reverse,LOSS,USDJPY,-0.57,BUY,159.446,0.501,USDJPY=X,159.646,0.501,USDJPY-2109,CHOP,no_go,STRONG,3,3,"{""components"": [{""component"": ""DXY"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": true, ""expected"": ""down"", ""observed"": ""down"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,24333,3,2026-04-23 14:45:00+00:00,streak_reversal,159.403,0.0,0.0682,tp_sl,WIN,USDJPY,1.2398,BUY,159.207,2.137681159420199,USDJPY=X,159.604,1.308,USDJPY-2110,CHOP,no_go,MIXED,0,3,"{""components"": [{""component"": ""DXY"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""up"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,24339,2,2026-04-23 16:15:00+00:00,dt_fib_reversal,159.458,0.0,0.077,tp_sl,WIN,USDJPY,1.750011,BUY,159.302,1.791187739463606,USDJPY=X,159.617,1.827011494252924,USDJPY-2111,CHOP,no_go,MIXED,0,3,"{""components"": [{""component"": ""DXY"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""up"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,24343,1,2026-04-23 17:15:00+00:00,xs_momentum,159.749,0.0,0.0755,tp_sl,WIN,USDJPY,0.9495,BUY,159.585,1.6751700680271373,USDJPY=X,159.917,1.025,USDJPY-2112,CHOP,no_go,MIXED,1,3,"{""components"": [{""component"": ""DXY"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""flat"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,24372,15,2026-04-24 00:30:00+00:00,session_time_bias,159.764,0.0,0.1417,tp_sl,WIN,USDJPY,1.0653,BUY,159.595,1.8759259259256724,USDJPY=X,159.945,1.207,USDJPY-2113,RANGING,no_go,WEAK,2,3,"{""components"": [{""component"": ""DXY"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": true, ""expected"": ""down"", ""observed"": ""down"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,1.983,24390,5,2026-04-24 05:00:00+00:00,session_time_bias,159.792,0.0,0.1462,tp_sl,LOSS,USDJPY,-2.1292,BUY,159.694,1.6525423728812982,USDJPY=X,159.909,1.9830508474574615,USDJPY-2114,RANGING,no_go,STRONG,3,3,"{""components"": [{""component"": ""DXY"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": true, ""expected"": ""down"", ""observed"": ""down"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,24397,4,2026-04-24 06:45:00+00:00,vol_spike_mr,159.687,0.0,0.1232,tp_sl,WIN,USDJPY,1.3708,BUY,159.516,2.440476190476407,USDJPY=X,159.861,1.494,USDJPY-2115,RANGING,no_go,STRONG,3,3,"{""components"": [{""component"": ""DXY"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": true, ""expected"": ""down"", ""observed"": ""down"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,24406,4,2026-04-24 09:00:00+00:00,intraday_seasonality,159.706,0.0,0.0915,tp_sl,WIN,USDJPY,1.2805,BUY,159.546,2.241784037558248,USDJPY=X,159.868,1.372,USDJPY-2116,RANGING,no_go,MIXED,0,3,"{""components"": [{""component"": ""DXY"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""up"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,24414,5,2026-04-24 11:00:00+00:00,streak_reversal,159.516,0.0,0.089,tp_sl,WIN,USDJPY,2.482,BUY,159.21,4.2009132420095945,USDJPY=X,159.829,2.571,USDJPY-2117,RANGING,no_go,MIXED,0,3,"{""components"": [{""component"": ""DXY"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""up"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,24422,1,2026-04-24 13:00:00+00:00,dt_sr_channel_reversal,159.512,0.0,0.0721,tp_sl,WIN,USDJPY,1.539969,BUY,159.375,1.5804597701151386,USDJPY=X,159.653,1.6120689655173437,USDJPY-2118,RANGING,no_go,MIXED,1,3,"{""components"": [{""component"": ""DXY"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""up"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,24426,5,2026-04-24 14:00:00+00:00,streak_reversal,159.472,0.0,0.0634,tp_sl,WIN,USDJPY,1.4616,BUY,159.226,2.491582491582522,USDJPY=X,159.724,1.525,USDJPY-2119,RANGING,no_go,MIXED,0,3,"{""components"": [{""component"": ""DXY"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""up"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,24433,19,2026-04-24 15:45:00+00:00,streak_reversal,159.361,0.0,0.0603,tp_sl,WIN,USDJPY,1.4257,BUY,159.109,2.4278846153845937,USDJPY=X,159.619,1.486,USDJPY-2120,CHOP,no_go,MIXED,0,3,"{""components"": [{""component"": ""DXY"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""up"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,24468,1,2026-04-27 00:45:00+00:00,session_time_bias,159.486,0.0,0.1848,tp_sl,LOSS,USDJPY,-2.051467,BUY,159.357,1.866666666666435,USDJPY=X,159.624,1.999999999999664,USDJPY-2121,CHOP,no_go,WEAK,2,3,"{""components"": [{""component"": ""DXY"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""flat"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,24485,4,2026-04-27 05:00:00+00:00,streak_reversal,159.249,0.0,0.1307,signal_reverse,LOSS,USDJPY,-2.5137,SELL,159.768,2.383,USDJPY=X,158.721,2.383,USDJPY-2122,CHOP,no_go,STRONG,3,3,"{""components"": [{""component"": ""DXY"", ""confirms"": true, ""expected"": ""down"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": true, ""expected"": ""down"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""down"", ""lookback_h1_bars"": 5, ""primary_dir"": ""SELL"", ""primary_pair"": ""USD_JPY""}"
False,,24492,2,2026-04-27 06:45:00+00:00,wick_imbalance_reversion,159.246,0.0,0.1135,tp_sl,WIN,USDJPY,0.9665,SELL,159.381,1.7653508771928728,USDJPY=X,159.11,1.08,USDJPY-2123,CHOP,no_go,WEAK,2,3,"{""components"": [{""component"": ""DXY"", ""confirms"": true, ""expected"": ""down"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": true, ""expected"": ""up"", ""observed"": ""up"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""flat"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""down"", ""lookback_h1_bars"": 5, ""primary_dir"": ""SELL"", ""primary_pair"": ""USD_JPY""}"
False,,24504,14,2026-04-27 09:45:00+00:00,htf_false_breakout,159.224,0.0,0.0878,tp_sl,LOSS,USDJPY,-3.150863,BUY,158.998,3.06306306306335,USDJPY=X,159.456,3.1243243243247245,USDJPY-2124,CHOP,no_go,MIXED,0,3,"{""components"": [{""component"": ""DXY"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""up"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""up"", ""lookback_h1_bars"": 5, ""primary_dir"": ""BUY"", ""primary_pair"": ""USD_JPY""}"
False,,24521,1,2026-04-27 14:00:00+00:00,streak_reversal,159.248,0.0,0.0804,tp_sl,WIN,USDJPY,4.0196,SELL,159.77,6.698717948718051,USDJPY=X,158.715,4.1,USDJPY-2125,CHOP,no_go,MIXED,1,3,"{""components"": [{""component"": ""DXY"", ""confirms"": true, ""expected"": ""down"", ""observed"": ""down"", ""relation"": ""same"", ""source"": ""DXY_proxy:USD_JPY,EUR_USD,GBP_USD,USD_CHF,USD_CAD,AUD_USD""}, {""component"": ""EUR_USD"", ""confirms"": false, ""expected"": ""up"", ""observed"": ""down"", ""relation"": ""inverse"", ""source"": ""EUR_USD""}, {""component"": ""USD_CHF"", ""confirms"": false, ""expected"": ""down"", ""observed"": ""up"", ""relation"": ""same"", ""source"": ""USD_CHF""}], ""expected_primary_direction"": ""down"", ""lookback_h1_bars"": 5, ""primary_dir"": ""SELL"", ""primary_pair"": ""USD_JPY""}"
